feature,importance,project
VCC_f10_nb_added_line,0.014167091,wolfssl
VCC_f11_nb_removed_line,0.017000401,wolfssl
VCC_f12_diff_line,0.014043671,wolfssl
VCC_f13_sum_line,0.015568436,wolfssl
VCC_f14_nb_added_paren,0.018892232,wolfssl
VCC_f15_nb_removed_paren,0.013899754,wolfssl
VCC_f16_diff_paren,0.015512678,wolfssl
VCC_f17_sum_paren,0.015698146,wolfssl
VCC_f18_nb_added_bool,0.02044083,wolfssl
VCC_f19_nb_removed_bool,0.01757114,wolfssl
VCC_f1_sum_file_change,0.0132175395,wolfssl
VCC_f20_diff_bool,0.014150862,wolfssl
VCC_f21_sum_bool,0.016237332,wolfssl
VCC_f22_nb_added_assignement,0.019756585,wolfssl
VCC_f23_nb_removed_assignement,0.013932472,wolfssl
VCC_f24_diff_assignement,0.013825654,wolfssl
VCC_f25_sum_assignement,0.020847123,wolfssl
VCC_f26_nb_added_function,0.014880755,wolfssl
VCC_f27_nb_removed_function,0.01486846,wolfssl
VCC_f28_diff_function,0.013317833,wolfssl
VCC_f29_sum_function,0.014458438,wolfssl
VCC_f2_nb_added_loop,0.017886033,wolfssl
VCC_f3_nb_removed_loop,0.014982725,wolfssl
VCC_f4_diff_loop,0.016086405,wolfssl
VCC_f5_sum_loop,0.016215589,wolfssl
VCC_f6_nb_added_if,0.024066677,wolfssl
VCC_f7_nb_removed_if,0.014418008,wolfssl
VCC_f8_diff_if,0.01840523,wolfssl
VCC_f9_sum_if,0.019015081,wolfssl
VCC_s10_nb_removed_INTMAX,0.001643758,wolfssl
VCC_s11_nb_added_goto,0.026514538,wolfssl
VCC_s12_nb_removed_goto,0.01231048,wolfssl
VCC_s13_nb_added_define,0.013188121,wolfssl
VCC_s14_nb_removed_define,0.012352125,wolfssl
VCC_s15_nb_added_struct,0.014559763,wolfssl
VCC_s16_nb_removed_struct,0.013583872,wolfssl
VCC_s17_diff_struct,0.013330924,wolfssl
VCC_s18_sum_struct,0.013503504,wolfssl
VCC_s19_nb_added_offset,0.013095339,wolfssl
VCC_s1_nb_added_sizeof,0.03147703,wolfssl
VCC_s20_nb_removed_offset,0.012984187,wolfssl
VCC_s21_nb_added_void,0.015869778,wolfssl
VCC_s22_nb_removed_void,0.015634893,wolfssl
VCC_s23_diff_void,0.013275524,wolfssl
VCC_s24_sum_void,0.015439333,wolfssl
VCC_s2_nb_removed_sizeof,0.01364202,wolfssl
VCC_s3_diff_sizeof,0.019464249,wolfssl
VCC_s4_sum_sizeof,0.030220754,wolfssl
VCC_s5_nb_added_continue,0.013796395,wolfssl
VCC_s6_nb_removed_continue,0.013697746,wolfssl
VCC_s7_nb_added_break,0.021767488,wolfssl
VCC_s8_nb_removed_break,0.016594581,wolfssl
VCC_s9_nb_added_INTMAX,0.00467323,wolfssl
VCC_w1,0.013923476,wolfssl
VCC_w10,0.014502659,wolfssl
VCC_w2,0.014743911,wolfssl
VCC_w3,0.014965903,wolfssl
VCC_w4,0.016995009,wolfssl
VCC_w5,0.014123217,wolfssl
VCC_w6,0.014352688,wolfssl
VCC_w7,0.021153735,wolfssl
VCC_w8,0.01613179,wolfssl
VCC_w9,0.013124781,wolfssl
