feature,importance,project,model
sexp,0.06875451,icu/cross_project/exclude_target,XGBoost
subsystems_changed,0.08732276,icu/cross_project/exclude_target,XGBoost
total_prev_loc,0.082581066,icu/cross_project/exclude_target,XGBoost
age,0.0699661,libjxl/cross_project/exclude_target,XGBoost
directories_changed,0.08184535,libjxl/cross_project/exclude_target,XGBoost
entropy,0.064590864,libjxl/cross_project/exclude_target,XGBoost
exp,0.06836536,libjxl/cross_project/exclude_target,XGBoost
files_changed,0.07106132,libjxl/cross_project/exclude_target,XGBoost
is_bug_fix,0.060039546,libjxl/cross_project/exclude_target,XGBoost
lines_added,0.06277155,libjxl/cross_project/exclude_target,XGBoost
lines_deleted,0.06337765,libjxl/cross_project/exclude_target,XGBoost
ndev,0.074932665,libjxl/cross_project/exclude_target,XGBoost
nuc,0.06709405,libjxl/cross_project/exclude_target,XGBoost
rexp,0.07563881,libjxl/cross_project/exclude_target,XGBoost
sexp,0.07049201,libjxl/cross_project/exclude_target,XGBoost
subsystems_changed,0.085919276,libjxl/cross_project/exclude_target,XGBoost
total_prev_loc,0.08390546,libjxl/cross_project/exclude_target,XGBoost
age,0.06886326,libxml2/cross_project/exclude_target,XGBoost
directories_changed,0.090977244,libxml2/cross_project/exclude_target,XGBoost
entropy,0.060875785,libxml2/cross_project/exclude_target,XGBoost
exp,0.0669408,libxml2/cross_project/exclude_target,XGBoost
files_changed,0.074178554,libxml2/cross_project/exclude_target,XGBoost
is_bug_fix,0.06058771,libxml2/cross_project/exclude_target,XGBoost
lines_added,0.06444776,libxml2/cross_project/exclude_target,XGBoost
lines_deleted,0.062578045,libxml2/cross_project/exclude_target,XGBoost
ndev,0.075230986,libxml2/cross_project/exclude_target,XGBoost
nuc,0.06821572,libxml2/cross_project/exclude_target,XGBoost
rexp,0.06885605,libxml2/cross_project/exclude_target,XGBoost
sexp,0.07427231,libxml2/cross_project/exclude_target,XGBoost
subsystems_changed,0.086056046,libxml2/cross_project/exclude_target,XGBoost
total_prev_loc,0.07791972,libxml2/cross_project/exclude_target,XGBoost
age,0.0702623,mruby/cross_project/exclude_target,XGBoost
directories_changed,0.082205676,mruby/cross_project/exclude_target,XGBoost
entropy,0.06320886,mruby/cross_project/exclude_target,XGBoost
exp,0.06898201,mruby/cross_project/exclude_target,XGBoost
files_changed,0.07254673,mruby/cross_project/exclude_target,XGBoost
is_bug_fix,0.058372837,mruby/cross_project/exclude_target,XGBoost
lines_added,0.062965915,mruby/cross_project/exclude_target,XGBoost
lines_deleted,0.063795835,mruby/cross_project/exclude_target,XGBoost
ndev,0.07500205,mruby/cross_project/exclude_target,XGBoost
nuc,0.06597321,mruby/cross_project/exclude_target,XGBoost
rexp,0.07365021,mruby/cross_project/exclude_target,XGBoost
sexp,0.070224114,mruby/cross_project/exclude_target,XGBoost
subsystems_changed,0.091752455,mruby/cross_project/exclude_target,XGBoost
total_prev_loc,0.08105779,mruby/cross_project/exclude_target,XGBoost
age,0.06777154,ndpi/cross_project/exclude_target,XGBoost
directories_changed,0.08135009,ndpi/cross_project/exclude_target,XGBoost
entropy,0.05888516,ndpi/cross_project/exclude_target,XGBoost
exp,0.07001633,ndpi/cross_project/exclude_target,XGBoost
files_changed,0.07457455,ndpi/cross_project/exclude_target,XGBoost
is_bug_fix,0.05852967,ndpi/cross_project/exclude_target,XGBoost
lines_added,0.06358515,ndpi/cross_project/exclude_target,XGBoost
lines_deleted,0.06212425,ndpi/cross_project/exclude_target,XGBoost
ndev,0.07920446,ndpi/cross_project/exclude_target,XGBoost
nuc,0.06195851,ndpi/cross_project/exclude_target,XGBoost
rexp,0.07939435,ndpi/cross_project/exclude_target,XGBoost
sexp,0.0693253,ndpi/cross_project/exclude_target,XGBoost
subsystems_changed,0.09415346,ndpi/cross_project/exclude_target,XGBoost
total_prev_loc,0.079127185,ndpi/cross_project/exclude_target,XGBoost
age,0.070754744,openthread/cross_project/exclude_target,XGBoost
directories_changed,0.08226807,openthread/cross_project/exclude_target,XGBoost
entropy,0.06292936,openthread/cross_project/exclude_target,XGBoost
exp,0.06913278,openthread/cross_project/exclude_target,XGBoost
files_changed,0.07307776,openthread/cross_project/exclude_target,XGBoost
is_bug_fix,0.05977414,openthread/cross_project/exclude_target,XGBoost
lines_added,0.06130244,openthread/cross_project/exclude_target,XGBoost
lines_deleted,0.062157545,openthread/cross_project/exclude_target,XGBoost
ndev,0.07594955,openthread/cross_project/exclude_target,XGBoost
nuc,0.06728234,openthread/cross_project/exclude_target,XGBoost
rexp,0.072597355,openthread/cross_project/exclude_target,XGBoost
sexp,0.06871673,openthread/cross_project/exclude_target,XGBoost
subsystems_changed,0.088114396,openthread/cross_project/exclude_target,XGBoost
total_prev_loc,0.08594282,openthread/cross_project/exclude_target,XGBoost
age,0.07157626,php/cross_project/exclude_target,XGBoost
directories_changed,0.08696199,php/cross_project/exclude_target,XGBoost
entropy,0.0589782,php/cross_project/exclude_target,XGBoost
exp,0.0669438,php/cross_project/exclude_target,XGBoost
files_changed,0.07015669,php/cross_project/exclude_target,XGBoost
is_bug_fix,0.05714663,php/cross_project/exclude_target,XGBoost
lines_added,0.063174725,php/cross_project/exclude_target,XGBoost
lines_deleted,0.06348506,php/cross_project/exclude_target,XGBoost
ndev,0.07233606,php/cross_project/exclude_target,XGBoost
nuc,0.063500434,php/cross_project/exclude_target,XGBoost
rexp,0.07803009,php/cross_project/exclude_target,XGBoost
sexp,0.06669168,php/cross_project/exclude_target,XGBoost
subsystems_changed,0.096204065,php/cross_project/exclude_target,XGBoost
total_prev_loc,0.08481429,php/cross_project/exclude_target,XGBoost
age,0.07030598,poppler/cross_project/exclude_target,XGBoost
directories_changed,0.096960165,poppler/cross_project/exclude_target,XGBoost
entropy,0.06040219,poppler/cross_project/exclude_target,XGBoost
exp,0.065973,poppler/cross_project/exclude_target,XGBoost
files_changed,0.07325802,poppler/cross_project/exclude_target,XGBoost
is_bug_fix,0.05934244,poppler/cross_project/exclude_target,XGBoost
lines_added,0.061581817,poppler/cross_project/exclude_target,XGBoost
lines_deleted,0.06343968,poppler/cross_project/exclude_target,XGBoost
ndev,0.07520482,poppler/cross_project/exclude_target,XGBoost
nuc,0.065670565,poppler/cross_project/exclude_target,XGBoost
rexp,0.07430954,poppler/cross_project/exclude_target,XGBoost
sexp,0.06809333,poppler/cross_project/exclude_target,XGBoost
subsystems_changed,0.084729165,poppler/cross_project/exclude_target,XGBoost
total_prev_loc,0.08072932,poppler/cross_project/exclude_target,XGBoost
age,0.06943058,serenity/cross_project/exclude_target,XGBoost
directories_changed,0.09032335,serenity/cross_project/exclude_target,XGBoost
entropy,0.060986515,serenity/cross_project/exclude_target,XGBoost
exp,0.06656863,serenity/cross_project/exclude_target,XGBoost
files_changed,0.07283306,serenity/cross_project/exclude_target,XGBoost
is_bug_fix,0.05961982,serenity/cross_project/exclude_target,XGBoost
lines_added,0.06187203,serenity/cross_project/exclude_target,XGBoost
lines_deleted,0.062383093,serenity/cross_project/exclude_target,XGBoost
ndev,0.07536381,serenity/cross_project/exclude_target,XGBoost
nuc,0.064910784,serenity/cross_project/exclude_target,XGBoost
rexp,0.06920971,serenity/cross_project/exclude_target,XGBoost
sexp,0.06732156,serenity/cross_project/exclude_target,XGBoost
subsystems_changed,0.09616595,serenity/cross_project/exclude_target,XGBoost
total_prev_loc,0.0830111,serenity/cross_project/exclude_target,XGBoost
age,0.06586277,wireshark/cross_project/exclude_target,XGBoost
directories_changed,0.09060524,wireshark/cross_project/exclude_target,XGBoost
entropy,0.06137206,wireshark/cross_project/exclude_target,XGBoost
exp,0.069325596,wireshark/cross_project/exclude_target,XGBoost
files_changed,0.07066416,wireshark/cross_project/exclude_target,XGBoost
is_bug_fix,0.05758506,wireshark/cross_project/exclude_target,XGBoost
lines_added,0.061265208,wireshark/cross_project/exclude_target,XGBoost
lines_deleted,0.062143568,wireshark/cross_project/exclude_target,XGBoost
ndev,0.07331925,wireshark/cross_project/exclude_target,XGBoost
nuc,0.067498684,wireshark/cross_project/exclude_target,XGBoost
rexp,0.07586286,wireshark/cross_project/exclude_target,XGBoost
sexp,0.069052234,wireshark/cross_project/exclude_target,XGBoost
subsystems_changed,0.08859517,wireshark/cross_project/exclude_target,XGBoost
total_prev_loc,0.08684817,wireshark/cross_project/exclude_target,XGBoost
age,0.07633564,wolfssl/cross_project/exclude_target,XGBoost
directories_changed,0.0832228,wolfssl/cross_project/exclude_target,XGBoost
entropy,0.06308494,wolfssl/cross_project/exclude_target,XGBoost
exp,0.06698055,wolfssl/cross_project/exclude_target,XGBoost
files_changed,0.066419,wolfssl/cross_project/exclude_target,XGBoost
is_bug_fix,0.057992127,wolfssl/cross_project/exclude_target,XGBoost
lines_added,0.062249538,wolfssl/cross_project/exclude_target,XGBoost
lines_deleted,0.06407226,wolfssl/cross_project/exclude_target,XGBoost
ndev,0.073946305,wolfssl/cross_project/exclude_target,XGBoost
nuc,0.064080626,wolfssl/cross_project/exclude_target,XGBoost
rexp,0.07196666,wolfssl/cross_project/exclude_target,XGBoost
sexp,0.06916544,wolfssl/cross_project/exclude_target,XGBoost
subsystems_changed,0.09108133,wolfssl/cross_project/exclude_target,XGBoost
total_prev_loc,0.089402795,wolfssl/cross_project/exclude_target,XGBoost
age,0.0867284320601611,arrow/cross_project/exclude_target,RandomForest
directories_changed,0.0487428445302988,arrow/cross_project/exclude_target,RandomForest
entropy,0.0575742595972117,arrow/cross_project/exclude_target,RandomForest
exp,0.0847503732700265,arrow/cross_project/exclude_target,RandomForest
files_changed,0.0541739911157349,arrow/cross_project/exclude_target,RandomForest
is_bug_fix,0.0507747183294855,arrow/cross_project/exclude_target,RandomForest
lines_added,0.0788082889472089,arrow/cross_project/exclude_target,RandomForest
lines_deleted,0.0714787129353492,arrow/cross_project/exclude_target,RandomForest
ndev,0.0933681494620217,arrow/cross_project/exclude_target,RandomForest
nuc,0.0616549430466391,arrow/cross_project/exclude_target,RandomForest
rexp,0.0878525075293715,arrow/cross_project/exclude_target,RandomForest
sexp,0.0820221568075892,arrow/cross_project/exclude_target,RandomForest
subsystems_changed,0.0494317418030852,arrow/cross_project/exclude_target,RandomForest
total_prev_loc,0.0926388805658163,arrow/cross_project/exclude_target,RandomForest
age,0.0852980742268226,c-blosc2/cross_project/exclude_target,RandomForest
directories_changed,0.0516723085150116,c-blosc2/cross_project/exclude_target,RandomForest
entropy,0.0596126691395282,c-blosc2/cross_project/exclude_target,RandomForest
exp,0.0859219384052131,c-blosc2/cross_project/exclude_target,RandomForest
files_changed,0.0554477336363104,c-blosc2/cross_project/exclude_target,RandomForest
is_bug_fix,0.050654095156492,c-blosc2/cross_project/exclude_target,RandomForest
lines_added,0.07526058323288,c-blosc2/cross_project/exclude_target,RandomForest
lines_deleted,0.0705623713076959,c-blosc2/cross_project/exclude_target,RandomForest
ndev,0.0885300795030072,c-blosc2/cross_project/exclude_target,RandomForest
nuc,0.0608965171175081,c-blosc2/cross_project/exclude_target,RandomForest
rexp,0.0916478936638605,c-blosc2/cross_project/exclude_target,RandomForest
sexp,0.0819248502393776,c-blosc2/cross_project/exclude_target,RandomForest
subsystems_changed,0.0510652201935295,c-blosc2/cross_project/exclude_target,RandomForest
total_prev_loc,0.0915056656627627,c-blosc2/cross_project/exclude_target,RandomForest
age,0.0919625221517127,ghostscript/cross_project/exclude_target,RandomForest
directories_changed,0.0538134378880471,ghostscript/cross_project/exclude_target,RandomForest
entropy,0.0597528711728354,ghostscript/cross_project/exclude_target,RandomForest
exp,0.0786113669339793,ghostscript/cross_project/exclude_target,RandomForest
files_changed,0.0571832300228361,ghostscript/cross_project/exclude_target,RandomForest
is_bug_fix,0.0521777496859153,ghostscript/cross_project/exclude_target,RandomForest
lines_added,0.0735009850936378,ghostscript/cross_project/exclude_target,RandomForest
lines_deleted,0.0698869663225363,ghostscript/cross_project/exclude_target,RandomForest
ndev,0.0887225990826433,ghostscript/cross_project/exclude_target,RandomForest
nuc,0.0623336395009092,ghostscript/cross_project/exclude_target,RandomForest
rexp,0.0929785838152612,ghostscript/cross_project/exclude_target,RandomForest
sexp,0.0774587032360621,ghostscript/cross_project/exclude_target,RandomForest
subsystems_changed,0.0512621378634733,ghostscript/cross_project/exclude_target,RandomForest
total_prev_loc,0.0903552072301504,ghostscript/cross_project/exclude_target,RandomForest
age,0.0840608266573014,harfbuzz/cross_project/exclude_target,RandomForest
directories_changed,0.0488584087151846,harfbuzz/cross_project/exclude_target,RandomForest
entropy,0.0594989997837027,harfbuzz/cross_project/exclude_target,RandomForest
exp,0.0866315408817976,harfbuzz/cross_project/exclude_target,RandomForest
files_changed,0.0542517521425758,harfbuzz/cross_project/exclude_target,RandomForest
is_bug_fix,0.052355009388016,harfbuzz/cross_project/exclude_target,RandomForest
lines_added,0.0758914511474111,harfbuzz/cross_project/exclude_target,RandomForest
lines_deleted,0.0738543924236503,harfbuzz/cross_project/exclude_target,RandomForest
ndev,0.0882694542090494,harfbuzz/cross_project/exclude_target,RandomForest
nuc,0.0630679584444051,harfbuzz/cross_project/exclude_target,RandomForest
rexp,0.0896620674089608,harfbuzz/cross_project/exclude_target,RandomForest
sexp,0.0822490119044232,harfbuzz/cross_project/exclude_target,RandomForest
subsystems_changed,0.0494536691266332,harfbuzz/cross_project/exclude_target,RandomForest
total_prev_loc,0.0918954577668881,harfbuzz/cross_project/exclude_target,RandomForest
age,0.0867467839735914,icu/cross_project/exclude_target,RandomForest
directories_changed,0.0507072594554575,icu/cross_project/exclude_target,RandomForest
entropy,0.0580490262128705,icu/cross_project/exclude_target,RandomForest
exp,0.085646921906452,icu/cross_project/exclude_target,RandomForest
files_changed,0.054767498744103,icu/cross_project/exclude_target,RandomForest
is_bug_fix,0.0502715683695332,icu/cross_project/exclude_target,RandomForest
lines_added,0.074460439272242,icu/cross_project/exclude_target,RandomForest
lines_deleted,0.0705201088339132,icu/cross_project/exclude_target,RandomForest
ndev,0.090019144790937,icu/cross_project/exclude_target,RandomForest
nuc,0.0620477859126688,icu/cross_project/exclude_target,RandomForest
rexp,0.0907858314176528,icu/cross_project/exclude_target,RandomForest
sexp,0.0806293008872594,icu/cross_project/exclude_target,RandomForest
subsystems_changed,0.0515060371265776,icu/cross_project/exclude_target,RandomForest
total_prev_loc,0.0938422930967411,icu/cross_project/exclude_target,RandomForest
age,0.0843241373202734,libjxl/cross_project/exclude_target,RandomForest
directories_changed,0.0495542373176932,libjxl/cross_project/exclude_target,RandomForest
entropy,0.0588653794191251,libjxl/cross_project/exclude_target,RandomForest
exp,0.0849828165396713,libjxl/cross_project/exclude_target,RandomForest
files_changed,0.0544876288483806,libjxl/cross_project/exclude_target,RandomForest
is_bug_fix,0.0504900196725726,libjxl/cross_project/exclude_target,RandomForest
lines_added,0.0741318957652095,libjxl/cross_project/exclude_target,RandomForest
lines_deleted,0.0702746300831315,libjxl/cross_project/exclude_target,RandomForest
ndev,0.0905365932695345,libjxl/cross_project/exclude_target,RandomForest
nuc,0.0609026438360989,libjxl/cross_project/exclude_target,RandomForest
rexp,0.0940185965763801,libjxl/cross_project/exclude_target,RandomForest
sexp,0.0835041553292448,libjxl/cross_project/exclude_target,RandomForest
subsystems_changed,0.0508480323431141,libjxl/cross_project/exclude_target,RandomForest
total_prev_loc,0.0930792336795699,libjxl/cross_project/exclude_target,RandomForest
age,0.0833146040313522,libxml2/cross_project/exclude_target,RandomForest
directories_changed,0.0519165591605174,libxml2/cross_project/exclude_target,RandomForest
entropy,0.0587580775710168,libxml2/cross_project/exclude_target,RandomForest
exp,0.0833492287572693,libxml2/cross_project/exclude_target,RandomForest
files_changed,0.0560106662970667,libxml2/cross_project/exclude_target,RandomForest
is_bug_fix,0.0513909555623909,libxml2/cross_project/exclude_target,RandomForest
lines_added,0.0751377510612236,libxml2/cross_project/exclude_target,RandomForest
lines_deleted,0.0696191496943628,libxml2/cross_project/exclude_target,RandomForest
ndev,0.090761595112681,libxml2/cross_project/exclude_target,RandomForest
nuc,0.0613644804198985,libxml2/cross_project/exclude_target,RandomForest
rexp,0.0886353222362833,libxml2/cross_project/exclude_target,RandomForest
sexp,0.0864676733578278,libxml2/cross_project/exclude_target,RandomForest
subsystems_changed,0.0514393188680547,libxml2/cross_project/exclude_target,RandomForest
total_prev_loc,0.0918346178700543,libxml2/cross_project/exclude_target,RandomForest
age,0.0848354633229775,mruby/cross_project/exclude_target,RandomForest
directories_changed,0.0515493697419352,mruby/cross_project/exclude_target,RandomForest
entropy,0.0628306019950039,mruby/cross_project/exclude_target,RandomForest
exp,0.0847927267280888,mruby/cross_project/exclude_target,RandomForest
files_changed,0.0564826370222656,mruby/cross_project/exclude_target,RandomForest
is_bug_fix,0.0502167124252176,mruby/cross_project/exclude_target,RandomForest
lines_added,0.0731309621553307,mruby/cross_project/exclude_target,RandomForest
lines_deleted,0.0686945015797381,mruby/cross_project/exclude_target,RandomForest
ndev,0.0883197257783318,mruby/cross_project/exclude_target,RandomForest
nuc,0.0612697909241151,mruby/cross_project/exclude_target,RandomForest
rexp,0.0891275175545559,mruby/cross_project/exclude_target,RandomForest
sexp,0.0830924094493359,mruby/cross_project/exclude_target,RandomForest
subsystems_changed,0.0528946445042394,mruby/cross_project/exclude_target,RandomForest
total_prev_loc,0.0927629368188638,mruby/cross_project/exclude_target,RandomForest
age,0.0812229688507648,ndpi/cross_project/exclude_target,RandomForest
directories_changed,0.0499872112563795,ndpi/cross_project/exclude_target,RandomForest
entropy,0.0564078118983427,ndpi/cross_project/exclude_target,RandomForest
exp,0.0871952864630928,ndpi/cross_project/exclude_target,RandomForest
files_changed,0.0570580391145898,ndpi/cross_project/exclude_target,RandomForest
is_bug_fix,0.0507272500961392,ndpi/cross_project/exclude_target,RandomForest
lines_added,0.0732415550726613,ndpi/cross_project/exclude_target,RandomForest
lines_deleted,0.0693260960776039,ndpi/cross_project/exclude_target,RandomForest
ndev,0.0939987438763972,ndpi/cross_project/exclude_target,RandomForest
nuc,0.0572990420612263,ndpi/cross_project/exclude_target,RandomForest
rexp,0.0964446877477443,ndpi/cross_project/exclude_target,RandomForest
sexp,0.0835999777296767,ndpi/cross_project/exclude_target,RandomForest
subsystems_changed,0.0544561233677885,ndpi/cross_project/exclude_target,RandomForest
total_prev_loc,0.0890352063875925,ndpi/cross_project/exclude_target,RandomForest
age,0.0860826564007721,openthread/cross_project/exclude_target,RandomForest
directories_changed,0.0507242176771633,openthread/cross_project/exclude_target,RandomForest
entropy,0.0575864287240328,openthread/cross_project/exclude_target,RandomForest
exp,0.0856250675807909,openthread/cross_project/exclude_target,RandomForest
files_changed,0.0548798073768451,openthread/cross_project/exclude_target,RandomForest
is_bug_fix,0.0507134402961153,openthread/cross_project/exclude_target,RandomForest
lines_added,0.0732238342089624,openthread/cross_project/exclude_target,RandomForest
lines_deleted,0.0683868347093792,openthread/cross_project/exclude_target,RandomForest
ndev,0.0930161918255839,openthread/cross_project/exclude_target,RandomForest
nuc,0.0598252779097316,openthread/cross_project/exclude_target,RandomForest
rexp,0.0906546360964963,openthread/cross_project/exclude_target,RandomForest
sexp,0.0826317338066306,openthread/cross_project/exclude_target,RandomForest
subsystems_changed,0.0510448752798751,openthread/cross_project/exclude_target,RandomForest
total_prev_loc,0.0956049981076209,openthread/cross_project/exclude_target,RandomForest
age,0.0885191386882753,php/cross_project/exclude_target,RandomForest
directories_changed,0.0508318612086529,php/cross_project/exclude_target,RandomForest
entropy,0.0556047048660358,php/cross_project/exclude_target,RandomForest
exp,0.085580841347458,php/cross_project/exclude_target,RandomForest
files_changed,0.0540843376404249,php/cross_project/exclude_target,RandomForest
is_bug_fix,0.0478142212234358,php/cross_project/exclude_target,RandomForest
lines_added,0.0755754834058664,php/cross_project/exclude_target,RandomForest
lines_deleted,0.070320366735012,php/cross_project/exclude_target,RandomForest
ndev,0.0869167655380355,php/cross_project/exclude_target,RandomForest
nuc,0.0580384603802673,php/cross_project/exclude_target,RandomForest
rexp,0.096885349059014,php/cross_project/exclude_target,RandomForest
sexp,0.0812081241905898,php/cross_project/exclude_target,RandomForest
subsystems_changed,0.0521565694128016,php/cross_project/exclude_target,RandomForest
total_prev_loc,0.0964637763041301,php/cross_project/exclude_target,RandomForest
age,0.0859527278680264,poppler/cross_project/exclude_target,RandomForest
directories_changed,0.0532543811883267,poppler/cross_project/exclude_target,RandomForest
entropy,0.0579170087521875,poppler/cross_project/exclude_target,RandomForest
exp,0.0827250630056005,poppler/cross_project/exclude_target,RandomForest
files_changed,0.0547257601653161,poppler/cross_project/exclude_target,RandomForest
is_bug_fix,0.0501499406388848,poppler/cross_project/exclude_target,RandomForest
lines_added,0.0736193780914185,poppler/cross_project/exclude_target,RandomForest
lines_deleted,0.0706076665542639,poppler/cross_project/exclude_target,RandomForest
ndev,0.0901490967837269,poppler/cross_project/exclude_target,RandomForest
nuc,0.0609634551598517,poppler/cross_project/exclude_target,RandomForest
rexp,0.0920287462600368,poppler/cross_project/exclude_target,RandomForest
sexp,0.0826295571393991,poppler/cross_project/exclude_target,RandomForest
subsystems_changed,0.0519543816749913,poppler/cross_project/exclude_target,RandomForest
total_prev_loc,0.0933228367179693,poppler/cross_project/exclude_target,RandomForest
age,0.0851908143979302,serenity/cross_project/exclude_target,RandomForest
directories_changed,0.0510731705353841,serenity/cross_project/exclude_target,RandomForest
entropy,0.0576256457037243,serenity/cross_project/exclude_target,RandomForest
exp,0.0858356962161573,serenity/cross_project/exclude_target,RandomForest
files_changed,0.0548803510172116,serenity/cross_project/exclude_target,RandomForest
is_bug_fix,0.0494319206946727,serenity/cross_project/exclude_target,RandomForest
lines_added,0.0759728555134971,serenity/cross_project/exclude_target,RandomForest
lines_deleted,0.0707332834934061,serenity/cross_project/exclude_target,RandomForest
ndev,0.0924037231302376,serenity/cross_project/exclude_target,RandomForest
nuc,0.0600256053691594,serenity/cross_project/exclude_target,RandomForest
rexp,0.0886698166629749,serenity/cross_project/exclude_target,RandomForest
sexp,0.0810648871787311,serenity/cross_project/exclude_target,RandomForest
subsystems_changed,0.0511975002339431,serenity/cross_project/exclude_target,RandomForest
total_prev_loc,0.09589472985297,serenity/cross_project/exclude_target,RandomForest
age,0.0807084960079537,wireshark/cross_project/exclude_target,RandomForest
directories_changed,0.0518042194928212,wireshark/cross_project/exclude_target,RandomForest
entropy,0.0570497486147923,wireshark/cross_project/exclude_target,RandomForest
exp,0.0867519574145153,wireshark/cross_project/exclude_target,RandomForest
files_changed,0.0553793010793876,wireshark/cross_project/exclude_target,RandomForest
is_bug_fix,0.0474684303300684,wireshark/cross_project/exclude_target,RandomForest
lines_added,0.0741826749112453,wireshark/cross_project/exclude_target,RandomForest
lines_deleted,0.0698732207763665,wireshark/cross_project/exclude_target,RandomForest
ndev,0.0889406309892642,wireshark/cross_project/exclude_target,RandomForest
nuc,0.0609796773957496,wireshark/cross_project/exclude_target,RandomForest
rexp,0.0939162129241675,wireshark/cross_project/exclude_target,RandomForest
sexp,0.0819763053258468,wireshark/cross_project/exclude_target,RandomForest
subsystems_changed,0.052653633393381,wireshark/cross_project/exclude_target,RandomForest
total_prev_loc,0.09831549134444,wireshark/cross_project/exclude_target,RandomForest
age,0.0934339430587991,wolfssl/cross_project/exclude_target,RandomForest
directories_changed,0.050316776604337,wolfssl/cross_project/exclude_target,RandomForest
