feature,importance,project,model
files_changed,0.03925611,c-blosc2/cross_project/exclude_target,XGBoost
is_bug_fix,0.030546384,c-blosc2/cross_project/exclude_target,XGBoost
lines_added,0.036608472,c-blosc2/cross_project/exclude_target,XGBoost
lines_deleted,0.029723799,c-blosc2/cross_project/exclude_target,XGBoost
ndev,0.03561856,c-blosc2/cross_project/exclude_target,XGBoost
nuc,0.03087424,c-blosc2/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.10473754,c-blosc2/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.03354261,c-blosc2/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.03833274,c-blosc2/cross_project/exclude_target,XGBoost
project_total_function_percent,0.038962536,c-blosc2/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.03970121,c-blosc2/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.04328942,c-blosc2/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.046206728,c-blosc2/cross_project/exclude_target,XGBoost
project_total_line_percent,0.036988854,c-blosc2/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.045410894,c-blosc2/cross_project/exclude_target,XGBoost
project_total_region_percent,0.03961916,c-blosc2/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.04256137,c-blosc2/cross_project/exclude_target,XGBoost
rexp,0.040539224,c-blosc2/cross_project/exclude_target,XGBoost
sexp,0.031978834,c-blosc2/cross_project/exclude_target,XGBoost
subsystems_changed,0.041346367,c-blosc2/cross_project/exclude_target,XGBoost
total_prev_loc,0.035948,c-blosc2/cross_project/exclude_target,XGBoost
age,0.03526091,ghostscript/cross_project/exclude_target,XGBoost
directories_changed,0.040622517,ghostscript/cross_project/exclude_target,XGBoost
entropy,0.032620948,ghostscript/cross_project/exclude_target,XGBoost
exp,0.032735426,ghostscript/cross_project/exclude_target,XGBoost
files_changed,0.039637484,ghostscript/cross_project/exclude_target,XGBoost
is_bug_fix,0.03036952,ghostscript/cross_project/exclude_target,XGBoost
lines_added,0.03719962,ghostscript/cross_project/exclude_target,XGBoost
lines_deleted,0.029996663,ghostscript/cross_project/exclude_target,XGBoost
ndev,0.037922584,ghostscript/cross_project/exclude_target,XGBoost
nuc,0.03118175,ghostscript/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.09998073,ghostscript/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.038681768,ghostscript/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.039276406,ghostscript/cross_project/exclude_target,XGBoost
project_total_function_percent,0.037116785,ghostscript/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.03691192,ghostscript/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.043839652,ghostscript/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.04310326,ghostscript/cross_project/exclude_target,XGBoost
project_total_line_percent,0.036409635,ghostscript/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.041675262,ghostscript/cross_project/exclude_target,XGBoost
project_total_region_percent,0.042824242,ghostscript/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.0429631,ghostscript/cross_project/exclude_target,XGBoost
rexp,0.042461824,ghostscript/cross_project/exclude_target,XGBoost
sexp,0.031209372,ghostscript/cross_project/exclude_target,XGBoost
subsystems_changed,0.04126043,ghostscript/cross_project/exclude_target,XGBoost
total_prev_loc,0.034738194,ghostscript/cross_project/exclude_target,XGBoost
age,0.031226702,harfbuzz/cross_project/exclude_target,XGBoost
directories_changed,0.03830356,harfbuzz/cross_project/exclude_target,XGBoost
entropy,0.032797944,harfbuzz/cross_project/exclude_target,XGBoost
exp,0.034560814,harfbuzz/cross_project/exclude_target,XGBoost
files_changed,0.036443666,harfbuzz/cross_project/exclude_target,XGBoost
is_bug_fix,0.030126285,harfbuzz/cross_project/exclude_target,XGBoost
lines_added,0.03666681,harfbuzz/cross_project/exclude_target,XGBoost
lines_deleted,0.030895302,harfbuzz/cross_project/exclude_target,XGBoost
ndev,0.036520347,harfbuzz/cross_project/exclude_target,XGBoost
nuc,0.030670749,harfbuzz/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.10279165,harfbuzz/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.032603268,harfbuzz/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.03561866,harfbuzz/cross_project/exclude_target,XGBoost
project_total_function_percent,0.040884145,harfbuzz/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.038810242,harfbuzz/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.04333037,harfbuzz/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.04609146,harfbuzz/cross_project/exclude_target,XGBoost
project_total_line_percent,0.040269773,harfbuzz/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.042515874,harfbuzz/cross_project/exclude_target,XGBoost
project_total_region_percent,0.038349103,harfbuzz/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.052654285,harfbuzz/cross_project/exclude_target,XGBoost
rexp,0.03915099,harfbuzz/cross_project/exclude_target,XGBoost
sexp,0.034610696,harfbuzz/cross_project/exclude_target,XGBoost
subsystems_changed,0.039078616,harfbuzz/cross_project/exclude_target,XGBoost
total_prev_loc,0.035028677,harfbuzz/cross_project/exclude_target,XGBoost
age,0.03291341,icu/cross_project/exclude_target,XGBoost
directories_changed,0.03889731,icu/cross_project/exclude_target,XGBoost
entropy,0.033962544,icu/cross_project/exclude_target,XGBoost
exp,0.032939807,icu/cross_project/exclude_target,XGBoost
files_changed,0.039154947,icu/cross_project/exclude_target,XGBoost
is_bug_fix,0.029035814,icu/cross_project/exclude_target,XGBoost
lines_added,0.03702277,icu/cross_project/exclude_target,XGBoost
lines_deleted,0.030237999,icu/cross_project/exclude_target,XGBoost
ndev,0.03531573,icu/cross_project/exclude_target,XGBoost
nuc,0.032344308,icu/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.10826816,icu/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.03640213,icu/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.03785983,icu/cross_project/exclude_target,XGBoost
project_total_function_percent,0.039476197,icu/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.038128186,icu/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.04140911,icu/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.041816853,icu/cross_project/exclude_target,XGBoost
project_total_line_percent,0.036682744,icu/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.044238172,icu/cross_project/exclude_target,XGBoost
project_total_region_percent,0.04080098,icu/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.046515975,icu/cross_project/exclude_target,XGBoost
rexp,0.039246883,icu/cross_project/exclude_target,XGBoost
sexp,0.03070622,icu/cross_project/exclude_target,XGBoost
subsystems_changed,0.041223697,icu/cross_project/exclude_target,XGBoost
total_prev_loc,0.035400245,icu/cross_project/exclude_target,XGBoost
age,0.031949792,libjxl/cross_project/exclude_target,XGBoost
directories_changed,0.03697271,libjxl/cross_project/exclude_target,XGBoost
entropy,0.0347411,libjxl/cross_project/exclude_target,XGBoost
exp,0.03259681,libjxl/cross_project/exclude_target,XGBoost
files_changed,0.03961067,libjxl/cross_project/exclude_target,XGBoost
is_bug_fix,0.029251842,libjxl/cross_project/exclude_target,XGBoost
lines_added,0.036833834,libjxl/cross_project/exclude_target,XGBoost
lines_deleted,0.029721417,libjxl/cross_project/exclude_target,XGBoost
ndev,0.035594065,libjxl/cross_project/exclude_target,XGBoost
nuc,0.02978821,libjxl/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.10315053,libjxl/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.034402,libjxl/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.037914548,libjxl/cross_project/exclude_target,XGBoost
project_total_function_percent,0.041165818,libjxl/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.035536014,libjxl/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.044565234,libjxl/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.044096813,libjxl/cross_project/exclude_target,XGBoost
project_total_line_percent,0.037405524,libjxl/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.0432777,libjxl/cross_project/exclude_target,XGBoost
project_total_region_percent,0.03935314,libjxl/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.048290364,libjxl/cross_project/exclude_target,XGBoost
rexp,0.040889993,libjxl/cross_project/exclude_target,XGBoost
sexp,0.032641716,libjxl/cross_project/exclude_target,XGBoost
subsystems_changed,0.043019254,libjxl/cross_project/exclude_target,XGBoost
total_prev_loc,0.03723091,libjxl/cross_project/exclude_target,XGBoost
age,0.033924688,libxml2/cross_project/exclude_target,XGBoost
directories_changed,0.040960908,libxml2/cross_project/exclude_target,XGBoost
entropy,0.031938143,libxml2/cross_project/exclude_target,XGBoost
exp,0.032779,libxml2/cross_project/exclude_target,XGBoost
files_changed,0.04083323,libxml2/cross_project/exclude_target,XGBoost
is_bug_fix,0.030007856,libxml2/cross_project/exclude_target,XGBoost
lines_added,0.0370637,libxml2/cross_project/exclude_target,XGBoost
lines_deleted,0.030187776,libxml2/cross_project/exclude_target,XGBoost
ndev,0.038390722,libxml2/cross_project/exclude_target,XGBoost
nuc,0.032652628,libxml2/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.1031958,libxml2/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.034109093,libxml2/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.03824636,libxml2/cross_project/exclude_target,XGBoost
project_total_function_percent,0.038936295,libxml2/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.036206134,libxml2/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.03908913,libxml2/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.043193016,libxml2/cross_project/exclude_target,XGBoost
project_total_line_percent,0.037597623,libxml2/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.04579073,libxml2/cross_project/exclude_target,XGBoost
project_total_region_percent,0.03861039,libxml2/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.046830457,libxml2/cross_project/exclude_target,XGBoost
rexp,0.037763383,libxml2/cross_project/exclude_target,XGBoost
sexp,0.033453576,libxml2/cross_project/exclude_target,XGBoost
subsystems_changed,0.042924754,libxml2/cross_project/exclude_target,XGBoost
total_prev_loc,0.03531461,libxml2/cross_project/exclude_target,XGBoost
age,0.030963479,mruby/cross_project/exclude_target,XGBoost
directories_changed,0.03529817,mruby/cross_project/exclude_target,XGBoost
entropy,0.034331623,mruby/cross_project/exclude_target,XGBoost
exp,0.030425046,mruby/cross_project/exclude_target,XGBoost
files_changed,0.042099044,mruby/cross_project/exclude_target,XGBoost
is_bug_fix,0.028457796,mruby/cross_project/exclude_target,XGBoost
lines_added,0.037318382,mruby/cross_project/exclude_target,XGBoost
lines_deleted,0.029785099,mruby/cross_project/exclude_target,XGBoost
ndev,0.036134906,mruby/cross_project/exclude_target,XGBoost
nuc,0.029866429,mruby/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.1114927,mruby/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.03385087,mruby/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.038641665,mruby/cross_project/exclude_target,XGBoost
project_total_function_percent,0.03907365,mruby/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.035171732,mruby/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.04353439,mruby/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.04641385,mruby/cross_project/exclude_target,XGBoost
project_total_line_percent,0.037325833,mruby/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.046265014,mruby/cross_project/exclude_target,XGBoost
project_total_region_percent,0.041076627,mruby/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.047551494,mruby/cross_project/exclude_target,XGBoost
rexp,0.03693811,mruby/cross_project/exclude_target,XGBoost
sexp,0.032543384,mruby/cross_project/exclude_target,XGBoost
subsystems_changed,0.04056568,mruby/cross_project/exclude_target,XGBoost
total_prev_loc,0.034875013,mruby/cross_project/exclude_target,XGBoost
age,0.033568937,ndpi/cross_project/exclude_target,XGBoost
directories_changed,0.040136278,ndpi/cross_project/exclude_target,XGBoost
entropy,0.032458276,ndpi/cross_project/exclude_target,XGBoost
exp,0.033856574,ndpi/cross_project/exclude_target,XGBoost
files_changed,0.0408255,ndpi/cross_project/exclude_target,XGBoost
is_bug_fix,0.029953957,ndpi/cross_project/exclude_target,XGBoost
lines_added,0.036339622,ndpi/cross_project/exclude_target,XGBoost
lines_deleted,0.03138036,ndpi/cross_project/exclude_target,XGBoost
ndev,0.039481554,ndpi/cross_project/exclude_target,XGBoost
nuc,0.030798322,ndpi/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.09759532,ndpi/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.033898246,ndpi/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.03792954,ndpi/cross_project/exclude_target,XGBoost
project_total_function_percent,0.039891522,ndpi/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.03788169,ndpi/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.037372436,ndpi/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.043001987,ndpi/cross_project/exclude_target,XGBoost
project_total_line_percent,0.03698465,ndpi/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.04222957,ndpi/cross_project/exclude_target,XGBoost
project_total_region_percent,0.03968285,ndpi/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.04792775,ndpi/cross_project/exclude_target,XGBoost
rexp,0.04387607,ndpi/cross_project/exclude_target,XGBoost
sexp,0.032448202,ndpi/cross_project/exclude_target,XGBoost
subsystems_changed,0.043699224,ndpi/cross_project/exclude_target,XGBoost
total_prev_loc,0.036781564,ndpi/cross_project/exclude_target,XGBoost
age,0.03293318,openthread/cross_project/exclude_target,XGBoost
directories_changed,0.03847228,openthread/cross_project/exclude_target,XGBoost
entropy,0.032568477,openthread/cross_project/exclude_target,XGBoost
exp,0.032609735,openthread/cross_project/exclude_target,XGBoost
files_changed,0.043609448,openthread/cross_project/exclude_target,XGBoost
is_bug_fix,0.030270582,openthread/cross_project/exclude_target,XGBoost
lines_added,0.03614747,openthread/cross_project/exclude_target,XGBoost
lines_deleted,0.029738393,openthread/cross_project/exclude_target,XGBoost
ndev,0.036217626,openthread/cross_project/exclude_target,XGBoost
nuc,0.030414006,openthread/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.10746432,openthread/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.033554573,openthread/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.03790959,openthread/cross_project/exclude_target,XGBoost
project_total_function_percent,0.042901166,openthread/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.03358255,openthread/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.045728028,openthread/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.041479588,openthread/cross_project/exclude_target,XGBoost
project_total_line_percent,0.038133383,openthread/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.045061573,openthread/cross_project/exclude_target,XGBoost
project_total_region_percent,0.038580887,openthread/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.045811776,openthread/cross_project/exclude_target,XGBoost
rexp,0.037688363,openthread/cross_project/exclude_target,XGBoost
sexp,0.03155337,openthread/cross_project/exclude_target,XGBoost
subsystems_changed,0.041832756,openthread/cross_project/exclude_target,XGBoost
total_prev_loc,0.035736885,openthread/cross_project/exclude_target,XGBoost
age,0.034272633,php/cross_project/exclude_target,XGBoost
directories_changed,0.039744906,php/cross_project/exclude_target,XGBoost
entropy,0.03115579,php/cross_project/exclude_target,XGBoost
exp,0.03268476,php/cross_project/exclude_target,XGBoost
files_changed,0.03911666,php/cross_project/exclude_target,XGBoost
is_bug_fix,0.028793257,php/cross_project/exclude_target,XGBoost
lines_added,0.037147123,php/cross_project/exclude_target,XGBoost
lines_deleted,0.030171564,php/cross_project/exclude_target,XGBoost
ndev,0.03596094,php/cross_project/exclude_target,XGBoost
nuc,0.030831432,php/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.102260835,php/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.03362917,php/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.037761096,php/cross_project/exclude_target,XGBoost
project_total_function_percent,0.04737604,php/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.03671589,php/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.03743249,php/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.036355413,php/cross_project/exclude_target,XGBoost
project_total_line_percent,0.036081515,php/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.046284076,php/cross_project/exclude_target,XGBoost
project_total_region_percent,0.038868472,php/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.050064616,php/cross_project/exclude_target,XGBoost
rexp,0.044412196,php/cross_project/exclude_target,XGBoost
sexp,0.03213429,php/cross_project/exclude_target,XGBoost
subsystems_changed,0.043170284,php/cross_project/exclude_target,XGBoost
total_prev_loc,0.037574567,php/cross_project/exclude_target,XGBoost
age,0.032207716,poppler/cross_project/exclude_target,XGBoost
directories_changed,0.042798653,poppler/cross_project/exclude_target,XGBoost
entropy,0.033019304,poppler/cross_project/exclude_target,XGBoost
exp,0.032977685,poppler/cross_project/exclude_target,XGBoost
files_changed,0.04117438,poppler/cross_project/exclude_target,XGBoost
is_bug_fix,0.029163508,poppler/cross_project/exclude_target,XGBoost
lines_added,0.03866862,poppler/cross_project/exclude_target,XGBoost
lines_deleted,0.030519553,poppler/cross_project/exclude_target,XGBoost
ndev,0.03650915,poppler/cross_project/exclude_target,XGBoost
nuc,0.031507578,poppler/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.103325225,poppler/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.03331787,poppler/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.036270633,poppler/cross_project/exclude_target,XGBoost
project_total_function_percent,0.039494846,poppler/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.034061585,poppler/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.04149194,poppler/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.04513416,poppler/cross_project/exclude_target,XGBoost
project_total_line_percent,0.03682589,poppler/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.044803906,poppler/cross_project/exclude_target,XGBoost
project_total_region_percent,0.041299757,poppler/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.046600576,poppler/cross_project/exclude_target,XGBoost
rexp,0.039046817,poppler/cross_project/exclude_target,XGBoost
sexp,0.031104011,poppler/cross_project/exclude_target,XGBoost
subsystems_changed,0.0428225,poppler/cross_project/exclude_target,XGBoost
total_prev_loc,0.035854146,poppler/cross_project/exclude_target,XGBoost
age,0.03197937,serenity/cross_project/exclude_target,XGBoost
directories_changed,0.039131053,serenity/cross_project/exclude_target,XGBoost
entropy,0.032960538,serenity/cross_project/exclude_target,XGBoost
exp,0.032912984,serenity/cross_project/exclude_target,XGBoost
files_changed,0.037931778,serenity/cross_project/exclude_target,XGBoost
is_bug_fix,0.029639252,serenity/cross_project/exclude_target,XGBoost
lines_added,0.03731021,serenity/cross_project/exclude_target,XGBoost
lines_deleted,0.029616196,serenity/cross_project/exclude_target,XGBoost
ndev,0.03756625,serenity/cross_project/exclude_target,XGBoost
nuc,0.029566007,serenity/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.10542074,serenity/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.03530672,serenity/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.037092853,serenity/cross_project/exclude_target,XGBoost
project_total_function_percent,0.04030378,serenity/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.035285365,serenity/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.04005809,serenity/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.04525894,serenity/cross_project/exclude_target,XGBoost
project_total_line_percent,0.03770656,serenity/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.050536808,serenity/cross_project/exclude_target,XGBoost
project_total_region_percent,0.04142608,serenity/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.047318466,serenity/cross_project/exclude_target,XGBoost
rexp,0.03563248,serenity/cross_project/exclude_target,XGBoost
sexp,0.03199719,serenity/cross_project/exclude_target,XGBoost
subsystems_changed,0.041322764,serenity/cross_project/exclude_target,XGBoost
total_prev_loc,0.036719527,serenity/cross_project/exclude_target,XGBoost
age,0.02981016,wireshark/cross_project/exclude_target,XGBoost
directories_changed,0.04106651,wireshark/cross_project/exclude_target,XGBoost
entropy,0.02993656,wireshark/cross_project/exclude_target,XGBoost
exp,0.035164997,wireshark/cross_project/exclude_target,XGBoost
files_changed,0.039829895,wireshark/cross_project/exclude_target,XGBoost
is_bug_fix,0.028575582,wireshark/cross_project/exclude_target,XGBoost
lines_added,0.036957595,wireshark/cross_project/exclude_target,XGBoost
lines_deleted,0.029138088,wireshark/cross_project/exclude_target,XGBoost
ndev,0.03439814,wireshark/cross_project/exclude_target,XGBoost
nuc,0.031251866,wireshark/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.11646832,wireshark/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.03432902,wireshark/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.033689573,wireshark/cross_project/exclude_target,XGBoost
project_total_function_percent,0.03338535,wireshark/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.041598264,wireshark/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.04108532,wireshark/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.04756397,wireshark/cross_project/exclude_target,XGBoost
project_total_line_percent,0.033335365,wireshark/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.044534378,wireshark/cross_project/exclude_target,XGBoost
project_total_region_percent,0.040657513,wireshark/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.044471774,wireshark/cross_project/exclude_target,XGBoost
rexp,0.03858332,wireshark/cross_project/exclude_target,XGBoost
sexp,0.032324426,wireshark/cross_project/exclude_target,XGBoost
subsystems_changed,0.04427641,wireshark/cross_project/exclude_target,XGBoost
total_prev_loc,0.037567616,wireshark/cross_project/exclude_target,XGBoost
age,0.03538808,wolfssl/cross_project/exclude_target,XGBoost
directories_changed,0.04104917,wolfssl/cross_project/exclude_target,XGBoost
entropy,0.033216387,wolfssl/cross_project/exclude_target,XGBoost
exp,0.033498373,wolfssl/cross_project/exclude_target,XGBoost
files_changed,0.0381123,wolfssl/cross_project/exclude_target,XGBoost
is_bug_fix,0.029492538,wolfssl/cross_project/exclude_target,XGBoost
lines_added,0.037266012,wolfssl/cross_project/exclude_target,XGBoost
lines_deleted,0.031083466,wolfssl/cross_project/exclude_target,XGBoost
ndev,0.036751214,wolfssl/cross_project/exclude_target,XGBoost
nuc,0.031350173,wolfssl/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.09552865,wolfssl/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.032252137,wolfssl/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.0366276,wolfssl/cross_project/exclude_target,XGBoost
project_total_function_percent,0.039455175,wolfssl/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.034364514,wolfssl/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.046879325,wolfssl/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.044256218,wolfssl/cross_project/exclude_target,XGBoost
project_total_line_percent,0.037745833,wolfssl/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.042882595,wolfssl/cross_project/exclude_target,XGBoost
project_total_region_percent,0.039961707,wolfssl/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.047091004,wolfssl/cross_project/exclude_target,XGBoost
rexp,0.038807638,wolfssl/cross_project/exclude_target,XGBoost
sexp,0.03239896,wolfssl/cross_project/exclude_target,XGBoost
subsystems_changed,0.04598617,wolfssl/cross_project/exclude_target,XGBoost
total_prev_loc,0.038554743,wolfssl/cross_project/exclude_target,XGBoost
age,0.0407833129230017,arrow/cross_project/exclude_target,RandomForest
directories_changed,0.0258755695099474,arrow/cross_project/exclude_target,RandomForest
entropy,0.0293682599190614,arrow/cross_project/exclude_target,RandomForest
exp,0.0405176059906065,arrow/cross_project/exclude_target,RandomForest
files_changed,0.0286466661413674,arrow/cross_project/exclude_target,RandomForest
is_bug_fix,0.0240238774026412,arrow/cross_project/exclude_target,RandomForest
lines_added,0.041203785847912,arrow/cross_project/exclude_target,RandomForest
lines_deleted,0.0312771642644497,arrow/cross_project/exclude_target,RandomForest
ndev,0.0434066232741351,arrow/cross_project/exclude_target,RandomForest
nuc,0.0277997132302225,arrow/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1022180264284147,arrow/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0287482163880441,arrow/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0343135240782942,arrow/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0468091312412576,arrow/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0328250666661711,arrow/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.0489244112843203,arrow/cross_project/exclude_target,RandomForest
