feature,importance,project,model
VCC_f10_nb_added_line,0.014362786,arrow/cross_project/exclude_target,XGBoost
VCC_f11_nb_removed_line,0.016879441,arrow/cross_project/exclude_target,XGBoost
VCC_f12_diff_line,0.014771109,arrow/cross_project/exclude_target,XGBoost
VCC_f13_sum_line,0.015682882,arrow/cross_project/exclude_target,XGBoost
VCC_f14_nb_added_paren,0.01857824,arrow/cross_project/exclude_target,XGBoost
VCC_f15_nb_removed_paren,0.014055011,arrow/cross_project/exclude_target,XGBoost
VCC_f16_diff_paren,0.016325343,arrow/cross_project/exclude_target,XGBoost
VCC_f17_sum_paren,0.016385807,arrow/cross_project/exclude_target,XGBoost
VCC_f18_nb_added_bool,0.016334053,arrow/cross_project/exclude_target,XGBoost
VCC_f19_nb_removed_bool,0.01629928,arrow/cross_project/exclude_target,XGBoost
VCC_f1_sum_file_change,0.013792349,arrow/cross_project/exclude_target,XGBoost
VCC_f20_diff_bool,0.014093937,arrow/cross_project/exclude_target,XGBoost
VCC_f21_sum_bool,0.01584415,arrow/cross_project/exclude_target,XGBoost
VCC_f22_nb_added_assignement,0.01993075,arrow/cross_project/exclude_target,XGBoost
VCC_f23_nb_removed_assignement,0.014600471,arrow/cross_project/exclude_target,XGBoost
VCC_f24_diff_assignement,0.015531102,arrow/cross_project/exclude_target,XGBoost
VCC_f25_sum_assignement,0.019830083,arrow/cross_project/exclude_target,XGBoost
VCC_f26_nb_added_function,0.014770444,arrow/cross_project/exclude_target,XGBoost
VCC_f27_nb_removed_function,0.014479805,arrow/cross_project/exclude_target,XGBoost
VCC_f28_diff_function,0.013532484,arrow/cross_project/exclude_target,XGBoost
VCC_f29_sum_function,0.01608052,arrow/cross_project/exclude_target,XGBoost
VCC_f2_nb_added_loop,0.022346212,arrow/cross_project/exclude_target,XGBoost
VCC_f3_nb_removed_loop,0.014073168,arrow/cross_project/exclude_target,XGBoost
VCC_f4_diff_loop,0.020509446,arrow/cross_project/exclude_target,XGBoost
VCC_f5_sum_loop,0.018688232,arrow/cross_project/exclude_target,XGBoost
VCC_f6_nb_added_if,0.019685933,arrow/cross_project/exclude_target,XGBoost
VCC_f7_nb_removed_if,0.014291824,arrow/cross_project/exclude_target,XGBoost
VCC_f8_diff_if,0.015860416,arrow/cross_project/exclude_target,XGBoost
VCC_f9_sum_if,0.017087735,arrow/cross_project/exclude_target,XGBoost
VCC_s10_nb_removed_INTMAX,0.000894705,arrow/cross_project/exclude_target,XGBoost
VCC_s11_nb_added_goto,0.024633113,arrow/cross_project/exclude_target,XGBoost
VCC_s12_nb_removed_goto,0.01359172,arrow/cross_project/exclude_target,XGBoost
VCC_s13_nb_added_define,0.015424653,arrow/cross_project/exclude_target,XGBoost
VCC_s14_nb_removed_define,0.014577865,arrow/cross_project/exclude_target,XGBoost
VCC_s15_nb_added_struct,0.015119216,arrow/cross_project/exclude_target,XGBoost
VCC_s16_nb_removed_struct,0.012542405,arrow/cross_project/exclude_target,XGBoost
VCC_s17_diff_struct,0.016217317,arrow/cross_project/exclude_target,XGBoost
VCC_s18_sum_struct,0.016274624,arrow/cross_project/exclude_target,XGBoost
VCC_s19_nb_added_offset,0.014392898,arrow/cross_project/exclude_target,XGBoost
VCC_s1_nb_added_sizeof,0.024020104,arrow/cross_project/exclude_target,XGBoost
VCC_s20_nb_removed_offset,0.014369971,arrow/cross_project/exclude_target,XGBoost
VCC_s21_nb_added_void,0.01580369,arrow/cross_project/exclude_target,XGBoost
VCC_s22_nb_removed_void,0.015005543,arrow/cross_project/exclude_target,XGBoost
VCC_s23_diff_void,0.014500808,arrow/cross_project/exclude_target,XGBoost
VCC_s24_sum_void,0.016103677,arrow/cross_project/exclude_target,XGBoost
VCC_s2_nb_removed_sizeof,0.015277828,arrow/cross_project/exclude_target,XGBoost
VCC_s3_diff_sizeof,0.017358756,arrow/cross_project/exclude_target,XGBoost
VCC_s4_sum_sizeof,0.022201443,arrow/cross_project/exclude_target,XGBoost
VCC_s5_nb_added_continue,0.01623477,arrow/cross_project/exclude_target,XGBoost
VCC_s6_nb_removed_continue,0.012591778,arrow/cross_project/exclude_target,XGBoost
VCC_s7_nb_added_break,0.019875893,arrow/cross_project/exclude_target,XGBoost
VCC_s8_nb_removed_break,0.015694186,arrow/cross_project/exclude_target,XGBoost
VCC_s9_nb_added_INTMAX,0.0072926045,arrow/cross_project/exclude_target,XGBoost
VCC_w1,0.014471605,arrow/cross_project/exclude_target,XGBoost
VCC_w10,0.0138909975,arrow/cross_project/exclude_target,XGBoost
VCC_w2,0.014674733,arrow/cross_project/exclude_target,XGBoost
VCC_w3,0.014287208,arrow/cross_project/exclude_target,XGBoost
VCC_w4,0.015483733,arrow/cross_project/exclude_target,XGBoost
VCC_w5,0.014448044,arrow/cross_project/exclude_target,XGBoost
VCC_w6,0.015198247,arrow/cross_project/exclude_target,XGBoost
VCC_w7,0.021047866,arrow/cross_project/exclude_target,XGBoost
VCC_w8,0.018116092,arrow/cross_project/exclude_target,XGBoost
VCC_w9,0.01367887,arrow/cross_project/exclude_target,XGBoost
VCC_f10_nb_added_line,0.014118233,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f11_nb_removed_line,0.016581915,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f12_diff_line,0.014586208,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f13_sum_line,0.014679724,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f14_nb_added_paren,0.02160932,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f15_nb_removed_paren,0.014357502,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f16_diff_paren,0.01525493,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f17_sum_paren,0.01725131,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f18_nb_added_bool,0.018240057,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f19_nb_removed_bool,0.016765611,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f1_sum_file_change,0.012853891,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f20_diff_bool,0.013695536,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f21_sum_bool,0.016542803,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f22_nb_added_assignement,0.022716276,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f23_nb_removed_assignement,0.014632771,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f24_diff_assignement,0.014373755,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f25_sum_assignement,0.020921087,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f26_nb_added_function,0.014544636,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f27_nb_removed_function,0.014442408,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f28_diff_function,0.01336432,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f29_sum_function,0.01509251,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f2_nb_added_loop,0.021469064,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f3_nb_removed_loop,0.015210884,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f4_diff_loop,0.014324669,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f5_sum_loop,0.016173003,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f6_nb_added_if,0.02256043,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f7_nb_removed_if,0.015213721,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f8_diff_if,0.01534855,c-blosc2/cross_project/exclude_target,XGBoost
VCC_f9_sum_if,0.02202672,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s10_nb_removed_INTMAX,0.0014102403,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s11_nb_added_goto,0.022474397,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s12_nb_removed_goto,0.013981198,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s13_nb_added_define,0.014046058,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s14_nb_removed_define,0.013192904,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s15_nb_added_struct,0.013365977,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s16_nb_removed_struct,0.013426709,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s17_diff_struct,0.014251335,c-blosc2/cross_project/exclude_target,XGBoost
VCC_s18_sum_struct,0.015508921,c-blosc2/cross_project/exclude_target,XGBoost
