feature,importance,project,model
project_total_instantiation_percent_delta,0.08404408,ghostscript/cross_project/exclude_target,XGBoost
project_total_line_percent,0.07844723,ghostscript/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.0863846,ghostscript/cross_project/exclude_target,XGBoost
project_total_region_percent,0.090396754,ghostscript/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.08710948,ghostscript/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.17323878,harfbuzz/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.07167778,harfbuzz/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.07388605,harfbuzz/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08182465,harfbuzz/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.079441674,harfbuzz/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.08666984,harfbuzz/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.085287854,harfbuzz/cross_project/exclude_target,XGBoost
project_total_line_percent,0.08226723,harfbuzz/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.086215265,harfbuzz/cross_project/exclude_target,XGBoost
project_total_region_percent,0.07933859,harfbuzz/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.10015228,harfbuzz/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.1803113,icu/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.07604841,icu/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.076547764,icu/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08012251,icu/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.07657061,icu/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.08441878,icu/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.07930742,icu/cross_project/exclude_target,XGBoost
project_total_line_percent,0.07933297,icu/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.08863308,icu/cross_project/exclude_target,XGBoost
project_total_region_percent,0.08631793,icu/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.09238921,icu/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.17046528,libjxl/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.07399602,libjxl/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.07819038,libjxl/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08203324,libjxl/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.07458023,libjxl/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.087909184,libjxl/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.08513748,libjxl/cross_project/exclude_target,XGBoost
project_total_line_percent,0.07900747,libjxl/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.08900012,libjxl/cross_project/exclude_target,XGBoost
project_total_region_percent,0.085111305,libjxl/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.09456927,libjxl/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.17249016,libxml2/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.07626606,libxml2/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.07828739,libxml2/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08090273,libxml2/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.07609877,libxml2/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.08223944,libxml2/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.08285494,libxml2/cross_project/exclude_target,XGBoost
project_total_line_percent,0.08058695,libxml2/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.09226251,libxml2/cross_project/exclude_target,XGBoost
project_total_region_percent,0.083232395,libxml2/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.09477865,libxml2/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.17841448,mruby/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.074185096,mruby/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.07762614,mruby/cross_project/exclude_target,XGBoost
project_total_function_percent,0.0769229,mruby/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.07511404,mruby/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.084064074,mruby/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.085486695,mruby/cross_project/exclude_target,XGBoost
project_total_line_percent,0.07796158,mruby/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.0902777,mruby/cross_project/exclude_target,XGBoost
project_total_region_percent,0.085215285,mruby/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.09473202,mruby/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.17006078,ndpi/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.075609244,ndpi/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.07713745,ndpi/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08323588,ndpi/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.07986323,ndpi/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.080389775,ndpi/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.08267077,ndpi/cross_project/exclude_target,XGBoost
project_total_line_percent,0.0799037,ndpi/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.08867203,ndpi/cross_project/exclude_target,XGBoost
project_total_region_percent,0.08902163,ndpi/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.093435496,ndpi/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.17874655,openthread/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.07344461,openthread/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.07581563,openthread/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08561248,openthread/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.07272312,openthread/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.091393165,openthread/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.080460556,openthread/cross_project/exclude_target,XGBoost
project_total_line_percent,0.0794555,openthread/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.09002156,openthread/cross_project/exclude_target,XGBoost
project_total_region_percent,0.08126305,openthread/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.091063745,openthread/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.16871783,php/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.07546644,php/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.07658322,php/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08738201,php/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.076927155,php/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.082530044,php/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.07683934,php/cross_project/exclude_target,XGBoost
project_total_line_percent,0.08027351,php/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.09284577,php/cross_project/exclude_target,XGBoost
project_total_region_percent,0.0850046,php/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.09743009,php/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.1744605,poppler/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.07611697,poppler/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.07337621,poppler/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08032536,poppler/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.073179886,poppler/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.083613776,poppler/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.08750567,poppler/cross_project/exclude_target,XGBoost
project_total_line_percent,0.079384565,poppler/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.09103092,poppler/cross_project/exclude_target,XGBoost
project_total_region_percent,0.08648561,poppler/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.09452053,poppler/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.17475727,serenity/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.07688501,serenity/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.0740969,serenity/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08267723,serenity/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.073316485,serenity/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.08132117,serenity/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.08440508,serenity/cross_project/exclude_target,XGBoost
project_total_line_percent,0.07774462,serenity/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.096811384,serenity/cross_project/exclude_target,XGBoost
project_total_region_percent,0.08382543,serenity/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.09415941,serenity/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.19027413,wireshark/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.0748489,wireshark/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.06972019,wireshark/cross_project/exclude_target,XGBoost
project_total_function_percent,0.072196886,wireshark/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.08320277,wireshark/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.08371841,wireshark/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.09223877,wireshark/cross_project/exclude_target,XGBoost
project_total_line_percent,0.07166927,wireshark/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.090602785,wireshark/cross_project/exclude_target,XGBoost
project_total_region_percent,0.08227564,wireshark/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.08925223,wireshark/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.16233902,wolfssl/cross_project/exclude_target,XGBoost
project_total_branch_percent,0.073928446,wolfssl/cross_project/exclude_target,XGBoost
project_total_branch_percent_delta,0.075343594,wolfssl/cross_project/exclude_target,XGBoost
project_total_function_percent,0.08209383,wolfssl/cross_project/exclude_target,XGBoost
project_total_function_percent_delta,0.07516313,wolfssl/cross_project/exclude_target,XGBoost
project_total_instantiation_percent,0.09471861,wolfssl/cross_project/exclude_target,XGBoost
project_total_instantiation_percent_delta,0.08656468,wolfssl/cross_project/exclude_target,XGBoost
project_total_line_percent,0.08121086,wolfssl/cross_project/exclude_target,XGBoost
project_total_line_percent_delta,0.08961279,wolfssl/cross_project/exclude_target,XGBoost
project_total_region_percent,0.08425426,wolfssl/cross_project/exclude_target,XGBoost
project_total_region_percent_delta,0.09477077,wolfssl/cross_project/exclude_target,XGBoost
patch_coverage_recalculated,0.1713895511301203,arrow/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0624654830322584,arrow/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0641648030516812,arrow/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0977998569570005,arrow/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0664111954493624,arrow/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.0961025403011749,arrow/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.072696365592551,arrow/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0969633391943268,arrow/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0833886897702509,arrow/cross_project/exclude_target,RandomForest
project_total_region_percent,0.1036209780332532,arrow/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0849971974880199,arrow/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1806656959120675,c-blosc2/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0591038986428423,c-blosc2/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0637757496044695,c-blosc2/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0950353125230538,c-blosc2/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0681498441322469,c-blosc2/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.1053711051170647,c-blosc2/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.072851705549256,c-blosc2/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0890757317718812,c-blosc2/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.083134330065215,c-blosc2/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0983585674370647,c-blosc2/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0844780592448381,c-blosc2/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1740756863479589,ghostscript/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.06449897703584,ghostscript/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0617728626035217,ghostscript/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0935761829776094,ghostscript/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0657195516626603,ghostscript/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.1056937726862469,ghostscript/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0722788927251955,ghostscript/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0914758060677114,ghostscript/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0818422640867869,ghostscript/cross_project/exclude_target,RandomForest
project_total_region_percent,0.1055503727940627,ghostscript/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0835156310124058,ghostscript/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1788647112959601,harfbuzz/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0598723779497844,harfbuzz/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0662484897142243,harfbuzz/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0924877864772906,harfbuzz/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0707639494294912,harfbuzz/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.0995500015704322,harfbuzz/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0730576831806152,harfbuzz/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0903143590437538,harfbuzz/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0854566583692349,harfbuzz/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0911482029288345,harfbuzz/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0922357800403784,harfbuzz/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1853452032628532,icu/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.059921598630867,icu/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0630761011037338,icu/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0958043983753885,icu/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0662391156316041,icu/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.1027392533057167,icu/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0702230030843731,icu/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0902160722336224,icu/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0819977825282474,icu/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0987806640523318,icu/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0856568077912615,icu/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1784085208943991,libjxl/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0583796724691055,libjxl/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0635222200806174,libjxl/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0972042050378306,libjxl/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0669777609337803,libjxl/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.1024022705136984,libjxl/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.072976151799299,libjxl/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0913044740880411,libjxl/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0851322408509421,libjxl/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0965041059675511,libjxl/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0871883773647349,libjxl/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1803090108099261,libxml2/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0598489743297624,libxml2/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0649907211406521,libxml2/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0955273374297968,libxml2/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0673337994123729,libxml2/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.0986052489411627,libxml2/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0732596954612129,libxml2/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0917839943825352,libxml2/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0846688043831326,libxml2/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0958861538733967,libxml2/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0877862598360492,libxml2/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1918555891708661,mruby/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0574496620569444,mruby/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0637923310921272,mruby/cross_project/exclude_target,RandomForest
project_total_function_percent,0.091468695345166,mruby/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0669014703889564,mruby/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.0970803557448221,mruby/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0736961071624779,mruby/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0877358323363843,mruby/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0852974429277266,mruby/cross_project/exclude_target,RandomForest
project_total_region_percent,0.095801014192238,mruby/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0889214995822905,mruby/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.175844207569093,ndpi/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.059157142770172,ndpi/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0643509113766429,ndpi/cross_project/exclude_target,RandomForest
project_total_function_percent,0.09771158647523,ndpi/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0675257085336864,ndpi/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.0953034964480183,ndpi/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0712687919503582,ndpi/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0942786885152979,ndpi/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0843513107308688,ndpi/cross_project/exclude_target,RandomForest
project_total_region_percent,0.101975970019579,ndpi/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0882321856110531,ndpi/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1792283482693112,openthread/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0597297020748066,openthread/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0660349587839957,openthread/cross_project/exclude_target,RandomForest
project_total_function_percent,0.1009724486462164,openthread/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0649119108413384,openthread/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.1066154368981938,openthread/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0696777658240698,openthread/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0887688454605601,openthread/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0838794551339064,openthread/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0942564744498955,openthread/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0859246536177057,openthread/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1682164628284403,php/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0598017738548243,php/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0658090288429181,php/cross_project/exclude_target,RandomForest
project_total_function_percent,0.10571068796494,php/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.067421262134071,php/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.0987177846246909,php/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0701822582609254,php/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0916285060329294,php/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0867638798320632,php/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0970667476097022,php/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0886816080144949,php/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1755487927682566,poppler/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0606916017580039,poppler/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0636969665607864,poppler/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0978532577924675,poppler/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0660711524710866,poppler/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.1013027244989296,poppler/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0730862515918597,poppler/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0897723718886401,poppler/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0852596392325583,poppler/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0991983453843556,poppler/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0875188960530553,poppler/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.184088281651581,serenity/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.0590436275650159,serenity/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0631652663414164,serenity/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0972445595261208,serenity/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0665143727826918,serenity/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.0961988621490551,serenity/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0740048099702435,serenity/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0863334937470342,serenity/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.087966871042816,serenity/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0952301554711163,serenity/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0902096997529084,serenity/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.181779533841141,wireshark/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.060701537920598,wireshark/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0635414020271146,wireshark/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0885670116079248,wireshark/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0735083965883251,wireshark/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.1017358397283084,wireshark/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0793120340767757,wireshark/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0845185726165598,wireshark/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.085844004173042,wireshark/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0935720243656754,wireshark/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.0869196430545347,wireshark/cross_project/exclude_target,RandomForest
patch_coverage_recalculated,0.1720758079584599,wolfssl/cross_project/exclude_target,RandomForest
project_total_branch_percent,0.059522566450763,wolfssl/cross_project/exclude_target,RandomForest
project_total_branch_percent_delta,0.0642928562281627,wolfssl/cross_project/exclude_target,RandomForest
project_total_function_percent,0.0952409281196005,wolfssl/cross_project/exclude_target,RandomForest
project_total_function_percent_delta,0.0667207998935441,wolfssl/cross_project/exclude_target,RandomForest
project_total_instantiation_percent,0.1086114087525479,wolfssl/cross_project/exclude_target,RandomForest
project_total_instantiation_percent_delta,0.0741517040713959,wolfssl/cross_project/exclude_target,RandomForest
project_total_line_percent,0.0911177875775729,wolfssl/cross_project/exclude_target,RandomForest
project_total_line_percent_delta,0.0848270380946823,wolfssl/cross_project/exclude_target,RandomForest
project_total_region_percent,0.0961615130568764,wolfssl/cross_project/exclude_target,RandomForest
project_total_region_percent_delta,0.087277589796394,wolfssl/cross_project/exclude_target,RandomForest
