Metric,Value,project,model
MCC,0.06563675257907452,arrow/cross_project/exclude_target,XGBoost
AUC_ROC,0.7464666747799279,arrow/cross_project/exclude_target,XGBoost
Accuracy,0.55734219269103,arrow/cross_project/exclude_target,XGBoost
Precision,0.013629098701207104,arrow/cross_project/exclude_target,XGBoost
Recall,0.8242424242424242,arrow/cross_project/exclude_target,XGBoost
F1-Score,0.026805318627110993,arrow/cross_project/exclude_target,XGBoost
PR_AUC,0.019599782034909495,arrow/cross_project/exclude_target,XGBoost
MCC,0.12127330768945592,c-blosc2/cross_project/exclude_target,XGBoost
AUC_ROC,0.6478100775193798,c-blosc2/cross_project/exclude_target,XGBoost
Accuracy,0.632967032967033,c-blosc2/cross_project/exclude_target,XGBoost
Precision,0.09064453009609305,c-blosc2/cross_project/exclude_target,XGBoost
Recall,0.6233333333333332,c-blosc2/cross_project/exclude_target,XGBoost
F1-Score,0.15802266812403828,c-blosc2/cross_project/exclude_target,XGBoost
PR_AUC,0.1278697666188706,c-blosc2/cross_project/exclude_target,XGBoost
MCC,0.0864573451395119,ghostscript/cross_project/exclude_target,XGBoost
AUC_ROC,0.6155120995228355,ghostscript/cross_project/exclude_target,XGBoost
Accuracy,0.7316666666666668,ghostscript/cross_project/exclude_target,XGBoost
Precision,0.10546789809195278,ghostscript/cross_project/exclude_target,XGBoost
Recall,0.39305555555555555,ghostscript/cross_project/exclude_target,XGBoost
F1-Score,0.16391462305691168,ghostscript/cross_project/exclude_target,XGBoost
PR_AUC,0.10526405699824193,ghostscript/cross_project/exclude_target,XGBoost
MCC,0.07207191953134998,harfbuzz/cross_project/exclude_target,XGBoost
AUC_ROC,0.6359879136839922,harfbuzz/cross_project/exclude_target,XGBoost
Accuracy,0.5322316650928549,harfbuzz/cross_project/exclude_target,XGBoost
Precision,0.06473227692410231,harfbuzz/cross_project/exclude_target,XGBoost
Recall,0.6385620915032679,harfbuzz/cross_project/exclude_target,XGBoost
F1-Score,0.11716902776753071,harfbuzz/cross_project/exclude_target,XGBoost
PR_AUC,0.09637066938751411,harfbuzz/cross_project/exclude_target,XGBoost
MCC,0.05424660334217242,icu/cross_project/exclude_target,XGBoost
AUC_ROC,0.6813437499999999,icu/cross_project/exclude_target,XGBoost
Accuracy,0.7962564102564103,icu/cross_project/exclude_target,XGBoost
Precision,0.029402921032113786,icu/cross_project/exclude_target,XGBoost
Recall,0.37000000000000005,icu/cross_project/exclude_target,XGBoost
F1-Score,0.05389514954111943,icu/cross_project/exclude_target,XGBoost
PR_AUC,0.046017421717895496,icu/cross_project/exclude_target,XGBoost
MCC,0.07929925287265734,libjxl/cross_project/exclude_target,XGBoost
AUC_ROC,0.6853399339933992,libjxl/cross_project/exclude_target,XGBoost
Accuracy,0.6108090614886732,libjxl/cross_project/exclude_target,XGBoost
Precision,0.032964513638496194,libjxl/cross_project/exclude_target,XGBoost
Recall,0.6699999999999999,libjxl/cross_project/exclude_target,XGBoost
F1-Score,0.06277567881702163,libjxl/cross_project/exclude_target,XGBoost
PR_AUC,0.044066515943203884,libjxl/cross_project/exclude_target,XGBoost
MCC,-0.004858073620995879,libxml2/cross_project/exclude_target,XGBoost
AUC_ROC,0.5218617973505191,libxml2/cross_project/exclude_target,XGBoost
Accuracy,0.6981060606060606,libxml2/cross_project/exclude_target,XGBoost
Precision,0.06780394813570813,libxml2/cross_project/exclude_target,XGBoost
Recall,0.2631578947368421,libxml2/cross_project/exclude_target,XGBoost
F1-Score,0.10625393558000652,libxml2/cross_project/exclude_target,XGBoost
PR_AUC,0.08207825078441865,libxml2/cross_project/exclude_target,XGBoost
MCC,0.014766768096098587,mruby/cross_project/exclude_target,XGBoost
AUC_ROC,0.555100783062645,mruby/cross_project/exclude_target,XGBoost
Accuracy,0.7322012578616353,mruby/cross_project/exclude_target,XGBoost
Precision,0.02822872553416348,mruby/cross_project/exclude_target,XGBoost
Recall,0.29791666666666666,mruby/cross_project/exclude_target,XGBoost
