feature,importance,project
VCC_f10_nb_added_line,0.029081294559003826,wolfssl
VCC_f11_nb_removed_line,0.026816243881287886,wolfssl
VCC_f12_diff_line,0.026757240683092764,wolfssl
VCC_f13_sum_line,0.03081065070293481,wolfssl
VCC_f14_nb_added_paren,0.028080672066882997,wolfssl
VCC_f15_nb_removed_paren,0.02267994825904128,wolfssl
VCC_f16_diff_paren,0.02521337512014802,wolfssl
VCC_f17_sum_paren,0.028582420238245327,wolfssl
VCC_f18_nb_added_bool,0.0221094710065212,wolfssl
VCC_f19_nb_removed_bool,0.01714501465421276,wolfssl
VCC_f1_sum_file_change,0.02447665992218111,wolfssl
VCC_f20_diff_bool,0.017173125590580374,wolfssl
VCC_f21_sum_bool,0.022064139929661816,wolfssl
VCC_f22_nb_added_assignement,0.027607544257857927,wolfssl
VCC_f23_nb_removed_assignement,0.020932098855582584,wolfssl
VCC_f24_diff_assignement,0.022572196046392004,wolfssl
VCC_f25_sum_assignement,0.029301219227305175,wolfssl
VCC_f26_nb_added_function,0.010961259815652812,wolfssl
VCC_f27_nb_removed_function,0.009229473243578515,wolfssl
VCC_f28_diff_function,0.011172253153247007,wolfssl
VCC_f29_sum_function,0.012378139671670329,wolfssl
VCC_f2_nb_added_loop,0.013499362185487413,wolfssl
VCC_f3_nb_removed_loop,0.008423383794063136,wolfssl
VCC_f4_diff_loop,0.011713184922969435,wolfssl
VCC_f5_sum_loop,0.013623909403220558,wolfssl
VCC_f6_nb_added_if,0.02754852375146141,wolfssl
VCC_f7_nb_removed_if,0.016715229834337875,wolfssl
VCC_f8_diff_if,0.02333474402020493,wolfssl
VCC_f9_sum_if,0.026320771357744955,wolfssl
VCC_s10_nb_removed_INTMAX,0.0007677849149774305,wolfssl
VCC_s11_nb_added_goto,0.013017653398065487,wolfssl
VCC_s12_nb_removed_goto,0.003650322816426538,wolfssl
VCC_s13_nb_added_define,0.010458631081086484,wolfssl
VCC_s14_nb_removed_define,0.0072904260845922724,wolfssl
VCC_s15_nb_added_struct,0.005974608182528281,wolfssl
VCC_s16_nb_removed_struct,0.0036190875249776464,wolfssl
VCC_s17_diff_struct,0.006459771394078345,wolfssl
VCC_s18_sum_struct,0.0068173928459786546,wolfssl
VCC_s19_nb_added_offset,0.005936635503340128,wolfssl
VCC_s1_nb_added_sizeof,0.017454418569058442,wolfssl
VCC_s20_nb_removed_offset,0.003982906691634647,wolfssl
VCC_s21_nb_added_void,0.010388975799205198,wolfssl
VCC_s22_nb_removed_void,0.008501119033347944,wolfssl
VCC_s23_diff_void,0.010119730081605098,wolfssl
VCC_s24_sum_void,0.011779350608227318,wolfssl
VCC_s2_nb_removed_sizeof,0.00814975629485517,wolfssl
VCC_s3_diff_sizeof,0.015524390107981569,wolfssl
VCC_s4_sum_sizeof,0.018525512886880247,wolfssl
VCC_s5_nb_added_continue,0.005722032568109421,wolfssl
VCC_s6_nb_removed_continue,0.00363121462560489,wolfssl
VCC_s7_nb_added_break,0.01374431763267045,wolfssl
VCC_s8_nb_removed_break,0.008067505807259732,wolfssl
VCC_s9_nb_added_INTMAX,0.0008989195446954597,wolfssl
VCC_w1,0.02101271582160784,wolfssl
VCC_w10,0.019028423301267798,wolfssl
VCC_w2,0.021069204921469346,wolfssl
VCC_w3,0.017682816994132333,wolfssl
VCC_w4,0.02191122725660109,wolfssl
VCC_w5,0.015976546602754098,wolfssl
VCC_w6,0.01936606511167547,wolfssl
VCC_w7,0.028147776038434633,wolfssl
VCC_w8,0.01622389439372827,wolfssl
VCC_w9,0.012775315406572054,wolfssl
