feature,importance,project
VCC_f10_nb_added_line,0.01894588023693674,libjxl
VCC_f11_nb_removed_line,0.016345467240536697,libjxl
VCC_f12_diff_line,0.017990600974786032,libjxl
VCC_f13_sum_line,0.01972838861940614,libjxl
VCC_f14_nb_added_paren,0.0193868147635337,libjxl
VCC_f15_nb_removed_paren,0.014671939997014256,libjxl
VCC_f16_diff_paren,0.01685870496400412,libjxl
VCC_f17_sum_paren,0.019939682982199274,libjxl
VCC_f18_nb_added_bool,0.013998906214071337,libjxl
VCC_f19_nb_removed_bool,0.010138943484425162,libjxl
VCC_f1_sum_file_change,0.01435461305417293,libjxl
VCC_f20_diff_bool,0.012073648571457067,libjxl
VCC_f21_sum_bool,0.013454343094947549,libjxl
VCC_f22_nb_added_assignement,0.018249913740179927,libjxl
VCC_f23_nb_removed_assignement,0.013008469824725064,libjxl
VCC_f24_diff_assignement,0.015263938010689435,libjxl
VCC_f25_sum_assignement,0.01891697285362871,libjxl
VCC_f26_nb_added_function,0.007585180493298991,libjxl
VCC_f27_nb_removed_function,0.006526981942638316,libjxl
VCC_f28_diff_function,0.007558592964553216,libjxl
VCC_f29_sum_function,0.008500882744780778,libjxl
VCC_f2_nb_added_loop,0.009400331025710121,libjxl
VCC_f3_nb_removed_loop,0.0057411879771831495,libjxl
VCC_f4_diff_loop,0.007411507702720077,libjxl
VCC_f5_sum_loop,0.0090204194776345,libjxl
VCC_f6_nb_added_if,0.018508654831957908,libjxl
VCC_f7_nb_removed_if,0.010889790691653448,libjxl
VCC_f8_diff_if,0.015307287168422144,libjxl
VCC_f9_sum_if,0.017489017277480264,libjxl
VCC_s10_nb_removed_INTMAX,0.000489878842684978,libjxl
VCC_s11_nb_added_goto,0.008004038187234306,libjxl
VCC_s12_nb_removed_goto,0.0037300001110276734,libjxl
VCC_s13_nb_added_define,0.007689615663386363,libjxl
VCC_s14_nb_removed_define,0.004977959802170097,libjxl
VCC_s15_nb_added_struct,0.003937703918914304,libjxl
VCC_s16_nb_removed_struct,0.002283561502655304,libjxl
VCC_s17_diff_struct,0.004547042910558159,libjxl
VCC_s18_sum_struct,0.0044719970800790425,libjxl
VCC_s19_nb_added_offset,0.004554651157527826,libjxl
VCC_s1_nb_added_sizeof,0.011614259735895126,libjxl
VCC_s20_nb_removed_offset,0.0030445039908837414,libjxl
VCC_s21_nb_added_void,0.007070521506833166,libjxl
VCC_s22_nb_removed_void,0.0055773255095730966,libjxl
VCC_s23_diff_void,0.0074287547507012,libjxl
VCC_s24_sum_void,0.007973989854775985,libjxl
VCC_s2_nb_removed_sizeof,0.006083789287177288,libjxl
VCC_s3_diff_sizeof,0.009075853050757142,libjxl
VCC_s4_sum_sizeof,0.012251917827860658,libjxl
VCC_s5_nb_added_continue,0.004490683163083208,libjxl
VCC_s6_nb_removed_continue,0.0031693074530130655,libjxl
VCC_s7_nb_added_break,0.010603767317824425,libjxl
VCC_s8_nb_removed_break,0.005755887197291393,libjxl
VCC_s9_nb_added_INTMAX,0.000959246782854749,libjxl
VCC_w1,0.01187730632949427,libjxl
VCC_w10,0.008894172713939734,libjxl
VCC_w2,0.011738570674176652,libjxl
VCC_w3,0.010282981793983067,libjxl
VCC_w4,0.012432532834271337,libjxl
VCC_w5,0.011626941593111832,libjxl
VCC_w6,0.012403258230559532,libjxl
VCC_w7,0.013568133236032148,libjxl
VCC_w8,0.010517663363150269,libjxl
VCC_w9,0.008129303771608953,libjxl
patch_coverage_recalculated,0.07176161442605915,libjxl
project_total_branch_percent,0.017544757434819102,libjxl
project_total_branch_percent_delta,0.02472343452610298,libjxl
project_total_function_percent,0.03149981275525155,libjxl
project_total_function_percent_delta,0.023320465479873407,libjxl
project_total_instantiation_percent,0.03611062479661141,libjxl
project_total_instantiation_percent_delta,0.024792082684752102,libjxl
project_total_line_percent,0.029821585431112067,libjxl
project_total_line_percent_delta,0.030182196856468568,libjxl
project_total_region_percent,0.03074046427608441,libjxl
project_total_region_percent_delta,0.030978777263028136,libjxl
