feature,importance,project,model
project_total_region_percent_delta,0.060077973,harfbuzz,XGBoost
daily_commit_count,0.038093917,icu,XGBoost
patch_coverage_recalculated,0.00039170843,icu,XGBoost
project_total_branch_percent,0.038881227,icu,XGBoost
project_total_branch_percent_delta,0.032303005,icu,XGBoost
project_total_function_percent,0.05016285,icu,XGBoost
project_total_function_percent_delta,0.0009381746,icu,XGBoost
project_total_instantiation_percent,0.02721992,icu,XGBoost
project_total_instantiation_percent_delta,0.0003179063,icu,XGBoost
project_total_line_percent,0.048139494,icu,XGBoost
project_total_line_percent_delta,0.019224767,icu,XGBoost
project_total_region_percent,0.07006812,icu,XGBoost
project_total_region_percent_delta,0.011758911,icu,XGBoost
daily_commit_count,0.08527413,leptonica,XGBoost
patch_coverage_recalculated,0.0,leptonica,XGBoost
project_total_branch_percent,0.03689112,leptonica,XGBoost
project_total_branch_percent_delta,0.004515659,leptonica,XGBoost
project_total_function_percent,0.0951517,leptonica,XGBoost
project_total_function_percent_delta,0.076488785,leptonica,XGBoost
project_total_instantiation_percent,0.046376936,leptonica,XGBoost
project_total_instantiation_percent_delta,0.07195721,leptonica,XGBoost
project_total_line_percent,0.090821676,leptonica,XGBoost
project_total_line_percent_delta,0.11013719,leptonica,XGBoost
project_total_region_percent,0.050604206,leptonica,XGBoost
project_total_region_percent_delta,0.046067096,leptonica,XGBoost
daily_commit_count,0.27777115,libarchive,XGBoost
patch_coverage_recalculated,0.0,libarchive,XGBoost
project_total_branch_percent,0.03250333,libarchive,XGBoost
project_total_branch_percent_delta,0.0013428695,libarchive,XGBoost
project_total_function_percent,0.0710302,libarchive,XGBoost
project_total_function_percent_delta,0.008392017,libarchive,XGBoost
project_total_instantiation_percent,0.027316198,libarchive,XGBoost
project_total_instantiation_percent_delta,0.0004369968,libarchive,XGBoost
project_total_line_percent,0.055850618,libarchive,XGBoost
project_total_line_percent_delta,0.035748016,libarchive,XGBoost
project_total_region_percent,0.025120394,libarchive,XGBoost
project_total_region_percent_delta,0.04226601,libarchive,XGBoost
daily_commit_count,0.024848832,libavc,XGBoost
patch_coverage_recalculated,0.0,libavc,XGBoost
project_total_branch_percent,0.014555122,libavc,XGBoost
project_total_branch_percent_delta,0.0,libavc,XGBoost
project_total_function_percent,0.021593668,libavc,XGBoost
project_total_function_percent_delta,0.0,libavc,XGBoost
project_total_instantiation_percent,0.016212191,libavc,XGBoost
project_total_instantiation_percent_delta,0.0,libavc,XGBoost
project_total_line_percent,0.030866265,libavc,XGBoost
project_total_line_percent_delta,0.0,libavc,XGBoost
project_total_region_percent,0.02903314,libavc,XGBoost
project_total_region_percent_delta,0.0036315224,libavc,XGBoost
daily_commit_count,0.13738595,libjxl,XGBoost
patch_coverage_recalculated,0.0,libjxl,XGBoost
project_total_branch_percent,0.016977293,libjxl,XGBoost
project_total_branch_percent_delta,0.20102052,libjxl,XGBoost
project_total_function_percent,0.049068194,libjxl,XGBoost
project_total_function_percent_delta,0.051501095,libjxl,XGBoost
project_total_instantiation_percent,0.018733718,libjxl,XGBoost
project_total_instantiation_percent_delta,0.046416912,libjxl,XGBoost
project_total_line_percent,0.05496334,libjxl,XGBoost
project_total_line_percent_delta,0.08872281,libjxl,XGBoost
project_total_region_percent,0.06126444,libjxl,XGBoost
project_total_region_percent_delta,0.21839015,libjxl,XGBoost
daily_commit_count,0.025124319,libvips,XGBoost
patch_coverage_recalculated,0.0,libvips,XGBoost
project_total_branch_percent,0.07695989,libvips,XGBoost
project_total_branch_percent_delta,0.014834583,libvips,XGBoost
project_total_function_percent,0.06973768,libvips,XGBoost
project_total_function_percent_delta,0.04121505,libvips,XGBoost
project_total_instantiation_percent,0.058452785,libvips,XGBoost
project_total_instantiation_percent_delta,0.034933217,libvips,XGBoost
project_total_line_percent,0.06522551,libvips,XGBoost
project_total_line_percent_delta,0.059841104,libvips,XGBoost
project_total_region_percent,0.05102786,libvips,XGBoost
project_total_region_percent_delta,0.07764799,libvips,XGBoost
daily_commit_count,0.1933688,mruby,XGBoost
patch_coverage_recalculated,0.0,mruby,XGBoost
project_total_branch_percent,0.06606395,mruby,XGBoost
project_total_branch_percent_delta,0.045071725,mruby,XGBoost
project_total_function_percent,0.08380852,mruby,XGBoost
project_total_function_percent_delta,0.040328957,mruby,XGBoost
project_total_instantiation_percent,0.06432263,mruby,XGBoost
project_total_instantiation_percent_delta,0.037453838,mruby,XGBoost
project_total_line_percent,0.081849635,mruby,XGBoost
project_total_line_percent_delta,0.060519557,mruby,XGBoost
project_total_region_percent,0.070650935,mruby,XGBoost
project_total_region_percent_delta,0.07878366,mruby,XGBoost
daily_commit_count,0.04098389,net-snmp,XGBoost
patch_coverage_recalculated,0.0,net-snmp,XGBoost
project_total_branch_percent,0.009075122,net-snmp,XGBoost
project_total_branch_percent_delta,0.009651033,net-snmp,XGBoost
project_total_function_percent,0.11352566,net-snmp,XGBoost
project_total_function_percent_delta,0.0,net-snmp,XGBoost
project_total_instantiation_percent,0.0064261914,net-snmp,XGBoost
project_total_instantiation_percent_delta,0.0,net-snmp,XGBoost
project_total_line_percent,0.089504905,net-snmp,XGBoost
project_total_line_percent_delta,0.08953578,net-snmp,XGBoost
project_total_region_percent,0.06700887,net-snmp,XGBoost
project_total_region_percent_delta,0.0150293,net-snmp,XGBoost
daily_commit_count,0.19062586,open62541,XGBoost
patch_coverage_recalculated,0.0,open62541,XGBoost
project_total_branch_percent,0.012701692,open62541,XGBoost
project_total_branch_percent_delta,0.019870399,open62541,XGBoost
project_total_function_percent,0.098155305,open62541,XGBoost
project_total_function_percent_delta,0.013935715,open62541,XGBoost
project_total_instantiation_percent,0.084929734,open62541,XGBoost
project_total_instantiation_percent_delta,0.011085609,open62541,XGBoost
project_total_line_percent,0.16090365,open62541,XGBoost
project_total_line_percent_delta,0.05208844,open62541,XGBoost
project_total_region_percent,0.07941528,open62541,XGBoost
project_total_region_percent_delta,0.051288333,open62541,XGBoost
daily_commit_count,0.11057498,openthread,XGBoost
patch_coverage_recalculated,0.0013261888,openthread,XGBoost
project_total_branch_percent,0.054472152,openthread,XGBoost
project_total_branch_percent_delta,0.026619013,openthread,XGBoost
project_total_function_percent,0.13236168,openthread,XGBoost
project_total_function_percent_delta,0.059149485,openthread,XGBoost
project_total_instantiation_percent,0.08869144,openthread,XGBoost
project_total_instantiation_percent_delta,0.05647489,openthread,XGBoost
project_total_line_percent,0.12023571,openthread,XGBoost
project_total_line_percent_delta,0.08397698,openthread,XGBoost
project_total_region_percent,0.12354455,openthread,XGBoost
project_total_region_percent_delta,0.08331367,openthread,XGBoost
daily_commit_count,0.10013994,serenity,XGBoost
patch_coverage_recalculated,0.010412622,serenity,XGBoost
project_total_branch_percent,0.08532704,serenity,XGBoost
project_total_branch_percent_delta,0.07107776,serenity,XGBoost
project_total_function_percent,0.10961271,serenity,XGBoost
project_total_function_percent_delta,0.07413187,serenity,XGBoost
project_total_instantiation_percent,0.092021205,serenity,XGBoost
project_total_instantiation_percent_delta,0.07013461,serenity,XGBoost
project_total_line_percent,0.118419796,serenity,XGBoost
project_total_line_percent_delta,0.07220421,serenity,XGBoost
project_total_region_percent,0.11853403,serenity,XGBoost
project_total_region_percent_delta,0.059465706,serenity,XGBoost
daily_commit_count,0.18947627,wolfssl,XGBoost
patch_coverage_recalculated,0.0,wolfssl,XGBoost
project_total_branch_percent,0.030680658,wolfssl,XGBoost
project_total_branch_percent_delta,0.021869153,wolfssl,XGBoost
project_total_function_percent,0.22384103,wolfssl,XGBoost
project_total_function_percent_delta,0.014585213,wolfssl,XGBoost
project_total_instantiation_percent,0.028887264,wolfssl,XGBoost
project_total_instantiation_percent_delta,0.0056767412,wolfssl,XGBoost
project_total_line_percent,0.20991743,wolfssl,XGBoost
project_total_line_percent_delta,0.041091356,wolfssl,XGBoost
project_total_region_percent,0.13461044,wolfssl,XGBoost
project_total_region_percent_delta,0.066031106,wolfssl,XGBoost
daily_commit_count,0.1062859895698543,arrow,RandomForest
patch_coverage_recalculated,0.0061003439846453,arrow,RandomForest
project_total_branch_percent,0.0562825440254204,arrow,RandomForest
project_total_branch_percent_delta,0.0420307918023086,arrow,RandomForest
project_total_function_percent,0.086003965188441,arrow,RandomForest
project_total_function_percent_delta,0.1067812658695801,arrow,RandomForest
project_total_instantiation_percent,0.1104192057165801,arrow,RandomForest
project_total_instantiation_percent_delta,0.1345797405819178,arrow,RandomForest
project_total_line_percent,0.0932552132666077,arrow,RandomForest
project_total_line_percent_delta,0.0757907534336694,arrow,RandomForest
project_total_region_percent,0.0935691547234613,arrow,RandomForest
project_total_region_percent_delta,0.0889010318375134,arrow,RandomForest
daily_commit_count,0.2073293635636073,c-blosc2,RandomForest
patch_coverage_recalculated,0.0013741180264575,c-blosc2,RandomForest
project_total_branch_percent,0.0685854624907456,c-blosc2,RandomForest
project_total_branch_percent_delta,0.0542856954173029,c-blosc2,RandomForest
project_total_function_percent,0.0872318367980528,c-blosc2,RandomForest
project_total_function_percent_delta,0.0549955889090832,c-blosc2,RandomForest
project_total_instantiation_percent,0.0783451582220737,c-blosc2,RandomForest
project_total_instantiation_percent_delta,0.0628498615952034,c-blosc2,RandomForest
project_total_line_percent,0.0963843993435971,c-blosc2,RandomForest
project_total_line_percent_delta,0.0901467328215543,c-blosc2,RandomForest
project_total_region_percent,0.0975500821966542,c-blosc2,RandomForest
project_total_region_percent_delta,0.1009217006156675,c-blosc2,RandomForest
daily_commit_count,0.1030739741547181,clamav,RandomForest
patch_coverage_recalculated,0.0011073074072142,clamav,RandomForest
project_total_branch_percent,0.066975051102102,clamav,RandomForest
project_total_branch_percent_delta,0.0494169267336738,clamav,RandomForest
project_total_function_percent,0.1377804089649221,clamav,RandomForest
project_total_function_percent_delta,0.0162374189331889,clamav,RandomForest
project_total_instantiation_percent,0.1343795530036938,clamav,RandomForest
project_total_instantiation_percent_delta,0.0165646294561547,clamav,RandomForest
project_total_line_percent,0.1305327510569576,clamav,RandomForest
project_total_line_percent_delta,0.107684536835655,clamav,RandomForest
project_total_region_percent,0.1362532931955656,clamav,RandomForest
project_total_region_percent_delta,0.0999941491561536,clamav,RandomForest
daily_commit_count,0.1966087892842175,curl,RandomForest
patch_coverage_recalculated,0.123057901384007,curl,RandomForest
project_total_branch_percent,0.0554512967671379,curl,RandomForest
project_total_branch_percent_delta,0.0309492470012683,curl,RandomForest
project_total_function_percent,0.0842086200707407,curl,RandomForest
project_total_function_percent_delta,0.021303164122288,curl,RandomForest
project_total_instantiation_percent,0.094484447344419,curl,RandomForest
project_total_instantiation_percent_delta,0.0214421480467113,curl,RandomForest
project_total_line_percent,0.1387548415378038,curl,RandomForest
project_total_line_percent_delta,0.0466657373804835,curl,RandomForest
project_total_region_percent,0.1344321508069703,curl,RandomForest
project_total_region_percent_delta,0.0526416562539522,curl,RandomForest
daily_commit_count,0.3293348665933051,file,RandomForest
patch_coverage_recalculated,0.0005489360697174,file,RandomForest
project_total_branch_percent,0.0358918177471193,file,RandomForest
project_total_branch_percent_delta,0.0375680039530421,file,RandomForest
project_total_function_percent,0.0852215603486329,file,RandomForest
project_total_function_percent_delta,0.0013558732875793,file,RandomForest
project_total_instantiation_percent,0.0866259823540925,file,RandomForest
project_total_instantiation_percent_delta,0.0014307023295286,file,RandomForest
project_total_line_percent,0.1439443809668194,file,RandomForest
project_total_line_percent_delta,0.0492538479918434,file,RandomForest
project_total_region_percent,0.1771143365762257,file,RandomForest
project_total_region_percent_delta,0.0480059880783901,file,RandomForest
daily_commit_count,0.1463810172379761,fluent-bit,RandomForest
patch_coverage_recalculated,0.0,fluent-bit,RandomForest
project_total_branch_percent,0.0653163505102344,fluent-bit,RandomForest
project_total_branch_percent_delta,0.0666873165646305,fluent-bit,RandomForest
project_total_function_percent,0.1075821770898707,fluent-bit,RandomForest
project_total_function_percent_delta,0.0568682868870901,fluent-bit,RandomForest
project_total_instantiation_percent,0.0999812038852397,fluent-bit,RandomForest
project_total_instantiation_percent_delta,0.0571820939810033,fluent-bit,RandomForest
project_total_line_percent,0.1163751155139558,fluent-bit,RandomForest
project_total_line_percent_delta,0.0824216139366566,fluent-bit,RandomForest
project_total_region_percent,0.1183550657837203,fluent-bit,RandomForest
project_total_region_percent_delta,0.0828497586096222,fluent-bit,RandomForest
daily_commit_count,0.3154822026242924,harfbuzz,RandomForest
patch_coverage_recalculated,0.0234514765894612,harfbuzz,RandomForest
project_total_branch_percent,0.0240620730627966,harfbuzz,RandomForest
project_total_branch_percent_delta,0.0221820985217518,harfbuzz,RandomForest
project_total_function_percent,0.1033817766703924,harfbuzz,RandomForest
project_total_function_percent_delta,0.0399866670726748,harfbuzz,RandomForest
project_total_instantiation_percent,0.1346886340245322,harfbuzz,RandomForest
project_total_instantiation_percent_delta,0.0559584966200669,harfbuzz,RandomForest
project_total_line_percent,0.085476420642271,harfbuzz,RandomForest
project_total_line_percent_delta,0.0407942832102183,harfbuzz,RandomForest
project_total_region_percent,0.1086311065804348,harfbuzz,RandomForest
project_total_region_percent_delta,0.0459047643811073,harfbuzz,RandomForest
daily_commit_count,0.1784166487878764,icu,RandomForest
patch_coverage_recalculated,0.0035363658143018,icu,RandomForest
project_total_branch_percent,0.0574937901378852,icu,RandomForest
project_total_branch_percent_delta,0.0451006656897282,icu,RandomForest
project_total_function_percent,0.1450622654077597,icu,RandomForest
project_total_function_percent_delta,0.0166803920915418,icu,RandomForest
project_total_instantiation_percent,0.1461795600732208,icu,RandomForest
project_total_instantiation_percent_delta,0.0149605245101175,icu,RandomForest
project_total_line_percent,0.147265316396061,icu,RandomForest
project_total_line_percent_delta,0.045662418415705,icu,RandomForest
project_total_region_percent,0.1535479109234696,icu,RandomForest
project_total_region_percent_delta,0.0460941417523326,icu,RandomForest
daily_commit_count,0.0679609974942736,leptonica,RandomForest
patch_coverage_recalculated,0.0004388021301266,leptonica,RandomForest
project_total_branch_percent,0.0225097949859309,leptonica,RandomForest
project_total_branch_percent_delta,0.01507894478586,leptonica,RandomForest
project_total_function_percent,0.1136848669982309,leptonica,RandomForest
project_total_function_percent_delta,0.0864107878431281,leptonica,RandomForest
project_total_instantiation_percent,0.1308508951114777,leptonica,RandomForest
project_total_instantiation_percent_delta,0.0882884206277977,leptonica,RandomForest
project_total_line_percent,0.1260517270823024,leptonica,RandomForest
project_total_line_percent_delta,0.1113576156826252,leptonica,RandomForest
project_total_region_percent,0.1236348616987829,leptonica,RandomForest
project_total_region_percent_delta,0.1137322855594634,leptonica,RandomForest
daily_commit_count,0.1551184335366651,libarchive,RandomForest
patch_coverage_recalculated,0.0005836048064091,libarchive,RandomForest
project_total_branch_percent,0.0261578722672025,libarchive,RandomForest
project_total_branch_percent_delta,0.01225235786966,libarchive,RandomForest
project_total_function_percent,0.1235043262557708,libarchive,RandomForest
project_total_function_percent_delta,0.0560635817219308,libarchive,RandomForest
project_total_instantiation_percent,0.107928174652697,libarchive,RandomForest
project_total_instantiation_percent_delta,0.0542248190066228,libarchive,RandomForest
project_total_line_percent,0.1319128545985127,libarchive,RandomForest
project_total_line_percent_delta,0.0988724687541463,libarchive,RandomForest
project_total_region_percent,0.1297399096968106,libarchive,RandomForest
project_total_region_percent_delta,0.1036415968335717,libarchive,RandomForest
daily_commit_count,0.2398040360383258,libavc,RandomForest
patch_coverage_recalculated,0.0155280402194683,libavc,RandomForest
project_total_branch_percent,0.0544400172624203,libavc,RandomForest
project_total_branch_percent_delta,0.0243970274738586,libavc,RandomForest
project_total_function_percent,0.0894925780588988,libavc,RandomForest
project_total_function_percent_delta,0.0020878421827223,libavc,RandomForest
project_total_instantiation_percent,0.0918416489607034,libavc,RandomForest
project_total_instantiation_percent_delta,0.0019145759846095,libavc,RandomForest
project_total_line_percent,0.1896618917012233,libavc,RandomForest
project_total_line_percent_delta,0.0239484661917016,libavc,RandomForest
project_total_region_percent,0.2150024921152313,libavc,RandomForest
project_total_region_percent_delta,0.0259554578849103,libavc,RandomForest
daily_commit_count,0.1110671281050837,libjxl,RandomForest
patch_coverage_recalculated,0.0031689809214257,libjxl,RandomForest
project_total_branch_percent,0.0653878112199808,libjxl,RandomForest
project_total_branch_percent_delta,0.1720965315511494,libjxl,RandomForest
project_total_function_percent,0.0686671407030818,libjxl,RandomForest
project_total_function_percent_delta,0.0468162949422137,libjxl,RandomForest
project_total_instantiation_percent,0.0705422402581694,libjxl,RandomForest
project_total_instantiation_percent_delta,0.0578096931126561,libjxl,RandomForest
project_total_line_percent,0.0780941544179878,libjxl,RandomForest
project_total_line_percent_delta,0.0837521130858169,libjxl,RandomForest
project_total_region_percent,0.0833282541461082,libjxl,RandomForest
project_total_region_percent_delta,0.1592696575363261,libjxl,RandomForest
daily_commit_count,0.076065697715687,libvips,RandomForest
patch_coverage_recalculated,0.0002595777953867,libvips,RandomForest
project_total_branch_percent,0.0487451528008067,libvips,RandomForest
project_total_branch_percent_delta,0.0381494058917856,libvips,RandomForest
project_total_function_percent,0.1146745077386023,libvips,RandomForest
project_total_function_percent_delta,0.0650854770266008,libvips,RandomForest
project_total_instantiation_percent,0.124340913347612,libvips,RandomForest
project_total_instantiation_percent_delta,0.0609824266245573,libvips,RandomForest
project_total_line_percent,0.1196390543531512,libvips,RandomForest
project_total_line_percent_delta,0.1166233703060169,libvips,RandomForest
project_total_region_percent,0.1185444541198836,libvips,RandomForest
project_total_region_percent_delta,0.1168899622799095,libvips,RandomForest
daily_commit_count,0.2383623408238774,mruby,RandomForest
patch_coverage_recalculated,0.0051753660968173,mruby,RandomForest
project_total_branch_percent,0.0608708475380499,mruby,RandomForest
project_total_branch_percent_delta,0.0427245058676522,mruby,RandomForest
project_total_function_percent,0.1073408311608774,mruby,RandomForest
project_total_function_percent_delta,0.0336681932163256,mruby,RandomForest
project_total_instantiation_percent,0.1012720980415578,mruby,RandomForest
project_total_instantiation_percent_delta,0.0339189838640096,mruby,RandomForest
project_total_line_percent,0.1215721146092056,mruby,RandomForest
project_total_line_percent_delta,0.0640362076392327,mruby,RandomForest
project_total_region_percent,0.1078345956025354,mruby,RandomForest
project_total_region_percent_delta,0.0832239155398585,mruby,RandomForest
daily_commit_count,0.4569037530290843,net-snmp,RandomForest
patch_coverage_recalculated,0.0006101277717847,net-snmp,RandomForest
project_total_branch_percent,0.0556708254601403,net-snmp,RandomForest
project_total_branch_percent_delta,0.0339284433289259,net-snmp,RandomForest
project_total_function_percent,0.0853709968580545,net-snmp,RandomForest
project_total_function_percent_delta,0.0134806067380595,net-snmp,RandomForest
project_total_instantiation_percent,0.085525833145312,net-snmp,RandomForest
project_total_instantiation_percent_delta,0.0134359433422649,net-snmp,RandomForest
project_total_line_percent,0.0881251545047162,net-snmp,RandomForest
project_total_line_percent_delta,0.0436323215701666,net-snmp,RandomForest
project_total_region_percent,0.088702425684252,net-snmp,RandomForest
project_total_region_percent_delta,0.0346135685672386,net-snmp,RandomForest
daily_commit_count,0.2375322674771692,open62541,RandomForest
patch_coverage_recalculated,0.0156519310471047,open62541,RandomForest
project_total_branch_percent,0.0239992076755259,open62541,RandomForest
project_total_branch_percent_delta,0.0359343380894151,open62541,RandomForest
project_total_function_percent,0.1250894068855682,open62541,RandomForest
project_total_function_percent_delta,0.0314498904785276,open62541,RandomForest
project_total_instantiation_percent,0.0595255172946537,open62541,RandomForest
project_total_instantiation_percent_delta,0.0305553399496513,open62541,RandomForest
project_total_line_percent,0.1683009951614054,open62541,RandomForest
project_total_line_percent_delta,0.0690446843242089,open62541,RandomForest
project_total_region_percent,0.1319296089835021,open62541,RandomForest
project_total_region_percent_delta,0.0709868126332674,open62541,RandomForest
daily_commit_count,0.2015486285555303,openthread,RandomForest
patch_coverage_recalculated,0.0130701278279863,openthread,RandomForest
project_total_branch_percent,0.0367311356099887,openthread,RandomForest
project_total_branch_percent_delta,0.0249621166799879,openthread,RandomForest
project_total_function_percent,0.1128616998920582,openthread,RandomForest
project_total_function_percent_delta,0.0529763035500527,openthread,RandomForest
project_total_instantiation_percent,0.1147079397146609,openthread,RandomForest
project_total_instantiation_percent_delta,0.055545978322758,openthread,RandomForest
project_total_line_percent,0.1118407835707201,openthread,RandomForest
project_total_line_percent_delta,0.0782776976373799,openthread,RandomForest
project_total_region_percent,0.1238781702103767,openthread,RandomForest
project_total_region_percent_delta,0.0735994184284999,openthread,RandomForest
daily_commit_count,0.1264854256882262,serenity,RandomForest
patch_coverage_recalculated,0.0130581022196316,serenity,RandomForest
project_total_branch_percent,0.087114993839102,serenity,RandomForest
project_total_branch_percent_delta,0.0659091147445585,serenity,RandomForest
project_total_function_percent,0.0915138755608065,serenity,RandomForest
project_total_function_percent_delta,0.0707845836250507,serenity,RandomForest
project_total_instantiation_percent,0.1039941370216899,serenity,RandomForest
project_total_instantiation_percent_delta,0.0769578746640939,serenity,RandomForest
project_total_line_percent,0.1071571069042813,serenity,RandomForest
project_total_line_percent_delta,0.0675537815870962,serenity,RandomForest
project_total_region_percent,0.1244311126892496,serenity,RandomForest
project_total_region_percent_delta,0.0650398914562131,serenity,RandomForest
daily_commit_count,0.1540433615307357,wolfssl,RandomForest
patch_coverage_recalculated,0.0002944215593308,wolfssl,RandomForest
project_total_branch_percent,0.0304324893013998,wolfssl,RandomForest
project_total_branch_percent_delta,0.0374283035546141,wolfssl,RandomForest
project_total_function_percent,0.1338943662572941,wolfssl,RandomForest
project_total_function_percent_delta,0.0456578468820637,wolfssl,RandomForest
project_total_instantiation_percent,0.1086813248975886,wolfssl,RandomForest
project_total_instantiation_percent_delta,0.0452039160295161,wolfssl,RandomForest
project_total_line_percent,0.144166893346844,wolfssl,RandomForest
project_total_line_percent_delta,0.0624577671634529,wolfssl,RandomForest
project_total_region_percent,0.1400115070214902,wolfssl,RandomForest
project_total_region_percent_delta,0.0977278024556696,wolfssl,RandomForest
