feature,importance,project
VCC_f10_nb_added_line,0.012929931,icu
VCC_f11_nb_removed_line,0.012603685,icu
VCC_f12_diff_line,0.013201969,icu
VCC_f13_sum_line,0.01280038,icu
VCC_f14_nb_added_paren,0.016367335,icu
VCC_f15_nb_removed_paren,0.012351619,icu
VCC_f16_diff_paren,0.014291457,icu
VCC_f17_sum_paren,0.013566969,icu
VCC_f18_nb_added_bool,0.01588516,icu
VCC_f19_nb_removed_bool,0.013617375,icu
VCC_f1_sum_file_change,0.011542827,icu
VCC_f20_diff_bool,0.012452771,icu
VCC_f21_sum_bool,0.01487403,icu
VCC_f22_nb_added_assignement,0.015471587,icu
VCC_f23_nb_removed_assignement,0.011313917,icu
VCC_f24_diff_assignement,0.013164779,icu
VCC_f25_sum_assignement,0.0147759225,icu
VCC_f26_nb_added_function,0.012431055,icu
VCC_f27_nb_removed_function,0.012295623,icu
VCC_f28_diff_function,0.01134822,icu
VCC_f29_sum_function,0.012710481,icu
VCC_f2_nb_added_loop,0.01790414,icu
VCC_f3_nb_removed_loop,0.013868304,icu
VCC_f4_diff_loop,0.015014081,icu
VCC_f5_sum_loop,0.016019786,icu
VCC_f6_nb_added_if,0.017474195,icu
VCC_f7_nb_removed_if,0.0119858915,icu
VCC_f8_diff_if,0.016068332,icu
VCC_f9_sum_if,0.015839828,icu
VCC_s10_nb_removed_INTMAX,0.0008886738,icu
VCC_s11_nb_added_goto,0.01644176,icu
VCC_s12_nb_removed_goto,0.01073706,icu
VCC_s13_nb_added_define,0.011965292,icu
VCC_s14_nb_removed_define,0.010424282,icu
VCC_s15_nb_added_struct,0.010102527,icu
VCC_s16_nb_removed_struct,0.0080713285,icu
VCC_s17_diff_struct,0.011271107,icu
VCC_s18_sum_struct,0.010468649,icu
VCC_s19_nb_added_offset,0.0121903755,icu
VCC_s1_nb_added_sizeof,0.017350174,icu
VCC_s20_nb_removed_offset,0.010449221,icu
VCC_s21_nb_added_void,0.011823318,icu
VCC_s22_nb_removed_void,0.012052247,icu
VCC_s23_diff_void,0.011217421,icu
VCC_s24_sum_void,0.013864165,icu
VCC_s2_nb_removed_sizeof,0.010996016,icu
VCC_s3_diff_sizeof,0.013195113,icu
VCC_s4_sum_sizeof,0.016399262,icu
VCC_s5_nb_added_continue,0.013108488,icu
VCC_s6_nb_removed_continue,0.012524491,icu
VCC_s7_nb_added_break,0.015180091,icu
VCC_s8_nb_removed_break,0.014219681,icu
VCC_s9_nb_added_INTMAX,0.002111898,icu
VCC_w1,0.011708455,icu
VCC_w10,0.011303421,icu
VCC_w2,0.011466493,icu
VCC_w3,0.011169606,icu
VCC_w4,0.013323476,icu
VCC_w5,0.012277395,icu
VCC_w6,0.014247975,icu
VCC_w7,0.013244214,icu
VCC_w8,0.013222361,icu
VCC_w9,0.011091304,icu
patch_coverage_recalculated,0.04286869,icu
project_total_branch_percent,0.013022537,icu
project_total_branch_percent_delta,0.014606472,icu
project_total_function_percent,0.014813808,icu
project_total_function_percent_delta,0.014035482,icu
project_total_instantiation_percent,0.016095897,icu
project_total_instantiation_percent_delta,0.01602275,icu
project_total_line_percent,0.014930161,icu
project_total_line_percent_delta,0.016171673,icu
project_total_region_percent,0.015752316,icu
project_total_region_percent_delta,0.017401211,icu
