feature,importance,project
VCC_f10_nb_added_line,0.014938294,mruby
VCC_f11_nb_removed_line,0.016531205,mruby
VCC_f12_diff_line,0.014168212,mruby
VCC_f13_sum_line,0.0152038485,mruby
VCC_f14_nb_added_paren,0.019698478,mruby
VCC_f15_nb_removed_paren,0.0142682735,mruby
VCC_f16_diff_paren,0.014839887,mruby
VCC_f17_sum_paren,0.01755138,mruby
VCC_f18_nb_added_bool,0.018974325,mruby
VCC_f19_nb_removed_bool,0.017624296,mruby
VCC_f1_sum_file_change,0.013579498,mruby
VCC_f20_diff_bool,0.013317875,mruby
VCC_f21_sum_bool,0.017872754,mruby
VCC_f22_nb_added_assignement,0.017217789,mruby
VCC_f23_nb_removed_assignement,0.014285007,mruby
VCC_f24_diff_assignement,0.01525479,mruby
VCC_f25_sum_assignement,0.019341968,mruby
VCC_f26_nb_added_function,0.014768379,mruby
VCC_f27_nb_removed_function,0.013886726,mruby
VCC_f28_diff_function,0.013421456,mruby
VCC_f29_sum_function,0.015434609,mruby
VCC_f2_nb_added_loop,0.020757012,mruby
VCC_f3_nb_removed_loop,0.014678884,mruby
VCC_f4_diff_loop,0.016624236,mruby
VCC_f5_sum_loop,0.016030245,mruby
VCC_f6_nb_added_if,0.023155097,mruby
VCC_f7_nb_removed_if,0.015242228,mruby
VCC_f8_diff_if,0.016404942,mruby
VCC_f9_sum_if,0.019570855,mruby
VCC_s10_nb_removed_INTMAX,0.0,mruby
VCC_s11_nb_added_goto,0.023336146,mruby
VCC_s12_nb_removed_goto,0.01420251,mruby
VCC_s13_nb_added_define,0.01425889,mruby
VCC_s14_nb_removed_define,0.013877475,mruby
VCC_s15_nb_added_struct,0.015497303,mruby
VCC_s16_nb_removed_struct,0.013296142,mruby
VCC_s17_diff_struct,0.0148835685,mruby
VCC_s18_sum_struct,0.016209058,mruby
VCC_s19_nb_added_offset,0.014023866,mruby
VCC_s1_nb_added_sizeof,0.023418555,mruby
VCC_s20_nb_removed_offset,0.014312717,mruby
VCC_s21_nb_added_void,0.015587353,mruby
VCC_s22_nb_removed_void,0.013902674,mruby
VCC_s23_diff_void,0.014417797,mruby
VCC_s24_sum_void,0.015037506,mruby
VCC_s2_nb_removed_sizeof,0.014770481,mruby
VCC_s3_diff_sizeof,0.018431123,mruby
VCC_s4_sum_sizeof,0.027932184,mruby
VCC_s5_nb_added_continue,0.016757231,mruby
VCC_s6_nb_removed_continue,0.012755429,mruby
VCC_s7_nb_added_break,0.025015987,mruby
VCC_s8_nb_removed_break,0.015947267,mruby
VCC_s9_nb_added_INTMAX,0.002650607,mruby
VCC_w1,0.013809446,mruby
VCC_w10,0.014614998,mruby
VCC_w2,0.015292043,mruby
VCC_w3,0.014859767,mruby
VCC_w4,0.01628648,mruby
VCC_w5,0.014130245,mruby
VCC_w6,0.016242368,mruby
VCC_w7,0.019458055,mruby
VCC_w8,0.016624203,mruby
VCC_w9,0.013517963,mruby
