feature,importance,project
VCC_f10_nb_added_line,0.019331286488763404,c-blosc2
VCC_f11_nb_removed_line,0.016092989340499627,c-blosc2
VCC_f12_diff_line,0.017379865139780615,c-blosc2
VCC_f13_sum_line,0.01976836595044463,c-blosc2
VCC_f14_nb_added_paren,0.020358189975044648,c-blosc2
VCC_f15_nb_removed_paren,0.014788199838236916,c-blosc2
VCC_f16_diff_paren,0.016481892044295617,c-blosc2
VCC_f17_sum_paren,0.020136339436314838,c-blosc2
VCC_f18_nb_added_bool,0.013808688330753242,c-blosc2
VCC_f19_nb_removed_bool,0.010687131920993485,c-blosc2
VCC_f1_sum_file_change,0.014649367969207154,c-blosc2
VCC_f20_diff_bool,0.01102894481350016,c-blosc2
VCC_f21_sum_bool,0.013796153807568821,c-blosc2
VCC_f22_nb_added_assignement,0.019758891501702482,c-blosc2
VCC_f23_nb_removed_assignement,0.013267876841877057,c-blosc2
VCC_f24_diff_assignement,0.0149635267085672,c-blosc2
VCC_f25_sum_assignement,0.02008132548478469,c-blosc2
VCC_f26_nb_added_function,0.007578244797474891,c-blosc2
VCC_f27_nb_removed_function,0.006473575670149998,c-blosc2
VCC_f28_diff_function,0.007357854618159362,c-blosc2
VCC_f29_sum_function,0.008361609093080468,c-blosc2
VCC_f2_nb_added_loop,0.009996947958374065,c-blosc2
VCC_f3_nb_removed_loop,0.005742540601042291,c-blosc2
VCC_f4_diff_loop,0.007610853523176931,c-blosc2
VCC_f5_sum_loop,0.009900776268285652,c-blosc2
VCC_f6_nb_added_if,0.01825711636416839,c-blosc2
VCC_f7_nb_removed_if,0.010837570959134417,c-blosc2
VCC_f8_diff_if,0.014069388358492342,c-blosc2
VCC_f9_sum_if,0.01784417140195643,c-blosc2
VCC_s10_nb_removed_INTMAX,0.00044616045055359364,c-blosc2
VCC_s11_nb_added_goto,0.0065187955069432296,c-blosc2
VCC_s12_nb_removed_goto,0.0037784789945071494,c-blosc2
VCC_s13_nb_added_define,0.007794538021603448,c-blosc2
VCC_s14_nb_removed_define,0.005388706459559421,c-blosc2
VCC_s15_nb_added_struct,0.0038590716419570677,c-blosc2
VCC_s16_nb_removed_struct,0.0023809875944951603,c-blosc2
VCC_s17_diff_struct,0.004589096911982416,c-blosc2
VCC_s18_sum_struct,0.004608811366647104,c-blosc2
VCC_s19_nb_added_offset,0.004468801550029983,c-blosc2
VCC_s1_nb_added_sizeof,0.010994241566065342,c-blosc2
VCC_s20_nb_removed_offset,0.0028812435128924424,c-blosc2
VCC_s21_nb_added_void,0.00717220809507103,c-blosc2
VCC_s22_nb_removed_void,0.0058657294731214804,c-blosc2
VCC_s23_diff_void,0.007245709940655997,c-blosc2
VCC_s24_sum_void,0.00812002729117476,c-blosc2
VCC_s2_nb_removed_sizeof,0.0055551622557086615,c-blosc2
VCC_s3_diff_sizeof,0.009131968998339492,c-blosc2
VCC_s4_sum_sizeof,0.011060689754994895,c-blosc2
VCC_s5_nb_added_continue,0.0039598585972417085,c-blosc2
VCC_s6_nb_removed_continue,0.00326748492404991,c-blosc2
VCC_s7_nb_added_break,0.009543078139445682,c-blosc2
VCC_s8_nb_removed_break,0.005236631500223405,c-blosc2
VCC_s9_nb_added_INTMAX,0.0008967900273509593,c-blosc2
VCC_w1,0.01185083821543517,c-blosc2
VCC_w10,0.008698989954651704,c-blosc2
VCC_w2,0.011870277930235812,c-blosc2
VCC_w3,0.010565621368681725,c-blosc2
VCC_w4,0.012610501302839009,c-blosc2
VCC_w5,0.011010987832588156,c-blosc2
VCC_w6,0.012149482113612886,c-blosc2
VCC_w7,0.013945307862176955,c-blosc2
VCC_w8,0.010994762650582558,c-blosc2
VCC_w9,0.00799510779779359,c-blosc2
patch_coverage_recalculated,0.07311402061222486,c-blosc2
project_total_branch_percent,0.017693894455955927,c-blosc2
project_total_branch_percent_delta,0.02451457914681365,c-blosc2
project_total_function_percent,0.03055801648034636,c-blosc2
project_total_function_percent_delta,0.024385742903436043,c-blosc2
project_total_instantiation_percent,0.03661620311204076,c-blosc2
project_total_instantiation_percent_delta,0.02517140442804152,c-blosc2
project_total_line_percent,0.02927893864490372,c-blosc2
project_total_line_percent_delta,0.02976831642792136,c-blosc2
project_total_region_percent,0.03175055627537647,c-blosc2
project_total_region_percent_delta,0.030282492703897646,c-blosc2
