feature,importance,project
VCC_f10_nb_added_line,0.013569056,openthread
VCC_f11_nb_removed_line,0.011389237,openthread
VCC_f12_diff_line,0.012397029,openthread
VCC_f13_sum_line,0.012056412,openthread
VCC_f14_nb_added_paren,0.014700457,openthread
VCC_f15_nb_removed_paren,0.010892426,openthread
VCC_f16_diff_paren,0.014130644,openthread
VCC_f17_sum_paren,0.013944884,openthread
VCC_f18_nb_added_bool,0.015848052,openthread
VCC_f19_nb_removed_bool,0.012257245,openthread
VCC_f1_sum_file_change,0.0117591275,openthread
VCC_f20_diff_bool,0.011856184,openthread
VCC_f21_sum_bool,0.013015766,openthread
VCC_f22_nb_added_assignement,0.014970019,openthread
VCC_f23_nb_removed_assignement,0.011002574,openthread
VCC_f24_diff_assignement,0.013204183,openthread
VCC_f25_sum_assignement,0.01625511,openthread
VCC_f26_nb_added_function,0.012859041,openthread
VCC_f27_nb_removed_function,0.01147974,openthread
VCC_f28_diff_function,0.010817119,openthread
VCC_f29_sum_function,0.014414802,openthread
VCC_f2_nb_added_loop,0.015184858,openthread
VCC_f3_nb_removed_loop,0.014162537,openthread
VCC_f4_diff_loop,0.013046792,openthread
VCC_f5_sum_loop,0.016752573,openthread
VCC_f6_nb_added_if,0.019270293,openthread
VCC_f7_nb_removed_if,0.011601819,openthread
VCC_f8_diff_if,0.015599069,openthread
VCC_f9_sum_if,0.015551495,openthread
VCC_s10_nb_removed_INTMAX,0.0012670532,openthread
VCC_s11_nb_added_goto,0.014885464,openthread
VCC_s12_nb_removed_goto,0.010991234,openthread
VCC_s13_nb_added_define,0.010922228,openthread
VCC_s14_nb_removed_define,0.010378492,openthread
VCC_s15_nb_added_struct,0.010747739,openthread
VCC_s16_nb_removed_struct,0.008889203,openthread
VCC_s17_diff_struct,0.010416105,openthread
VCC_s18_sum_struct,0.01083351,openthread
VCC_s19_nb_added_offset,0.012288355,openthread
VCC_s1_nb_added_sizeof,0.022451997,openthread
VCC_s20_nb_removed_offset,0.010085536,openthread
VCC_s21_nb_added_void,0.011660943,openthread
VCC_s22_nb_removed_void,0.013418481,openthread
VCC_s23_diff_void,0.011167565,openthread
VCC_s24_sum_void,0.012646703,openthread
VCC_s2_nb_removed_sizeof,0.012195444,openthread
VCC_s3_diff_sizeof,0.014621013,openthread
VCC_s4_sum_sizeof,0.016119659,openthread
VCC_s5_nb_added_continue,0.012849132,openthread
VCC_s6_nb_removed_continue,0.01453297,openthread
VCC_s7_nb_added_break,0.017432613,openthread
VCC_s8_nb_removed_break,0.012210446,openthread
VCC_s9_nb_added_INTMAX,0.0029929033,openthread
VCC_w1,0.011527056,openthread
VCC_w10,0.0113758305,openthread
VCC_w2,0.011403346,openthread
VCC_w3,0.010995868,openthread
VCC_w4,0.0129517745,openthread
VCC_w5,0.012325052,openthread
VCC_w6,0.013846919,openthread
VCC_w7,0.01433055,openthread
VCC_w8,0.013351468,openthread
VCC_w9,0.011192089,openthread
patch_coverage_recalculated,0.043840718,openthread
project_total_branch_percent,0.011910935,openthread
project_total_branch_percent_delta,0.015006717,openthread
project_total_function_percent,0.015642112,openthread
project_total_function_percent_delta,0.013500904,openthread
project_total_instantiation_percent,0.017383574,openthread
project_total_instantiation_percent_delta,0.015699452,openthread
project_total_line_percent,0.01513819,openthread
project_total_line_percent_delta,0.016181804,openthread
project_total_region_percent,0.014751392,openthread
project_total_region_percent_delta,0.017650919,openthread
