feature,importance,project
VCC_f10_nb_added_line,0.014441933,openthread
VCC_f11_nb_removed_line,0.016065361,openthread
VCC_f12_diff_line,0.014534651,openthread
VCC_f13_sum_line,0.015405138,openthread
VCC_f14_nb_added_paren,0.018202327,openthread
VCC_f15_nb_removed_paren,0.0143825915,openthread
VCC_f16_diff_paren,0.01522597,openthread
VCC_f17_sum_paren,0.016803205,openthread
VCC_f18_nb_added_bool,0.019443726,openthread
VCC_f19_nb_removed_bool,0.016292708,openthread
VCC_f1_sum_file_change,0.013516174,openthread
VCC_f20_diff_bool,0.014422164,openthread
VCC_f21_sum_bool,0.016409075,openthread
VCC_f22_nb_added_assignement,0.019800741,openthread
VCC_f23_nb_removed_assignement,0.014966128,openthread
VCC_f24_diff_assignement,0.014074114,openthread
VCC_f25_sum_assignement,0.023398073,openthread
VCC_f26_nb_added_function,0.01510856,openthread
VCC_f27_nb_removed_function,0.014803606,openthread
VCC_f28_diff_function,0.012897751,openthread
VCC_f29_sum_function,0.015591089,openthread
VCC_f2_nb_added_loop,0.018103437,openthread
VCC_f3_nb_removed_loop,0.015195177,openthread
VCC_f4_diff_loop,0.013968246,openthread
VCC_f5_sum_loop,0.015238292,openthread
VCC_f6_nb_added_if,0.02639558,openthread
VCC_f7_nb_removed_if,0.015452459,openthread
VCC_f8_diff_if,0.015813032,openthread
VCC_f9_sum_if,0.019708198,openthread
VCC_s10_nb_removed_INTMAX,0.001344525,openthread
VCC_s11_nb_added_goto,0.023110379,openthread
VCC_s12_nb_removed_goto,0.012574945,openthread
VCC_s13_nb_added_define,0.01455169,openthread
VCC_s14_nb_removed_define,0.013554568,openthread
VCC_s15_nb_added_struct,0.014836062,openthread
VCC_s16_nb_removed_struct,0.012844341,openthread
VCC_s17_diff_struct,0.013249969,openthread
VCC_s18_sum_struct,0.0141126765,openthread
VCC_s19_nb_added_offset,0.0137562,openthread
VCC_s1_nb_added_sizeof,0.027700666,openthread
VCC_s20_nb_removed_offset,0.014474855,openthread
VCC_s21_nb_added_void,0.015145124,openthread
VCC_s22_nb_removed_void,0.015030689,openthread
VCC_s23_diff_void,0.014589996,openthread
VCC_s24_sum_void,0.014943155,openthread
VCC_s2_nb_removed_sizeof,0.0145235425,openthread
VCC_s3_diff_sizeof,0.01895965,openthread
VCC_s4_sum_sizeof,0.02471698,openthread
VCC_s5_nb_added_continue,0.014038159,openthread
VCC_s6_nb_removed_continue,0.013031979,openthread
VCC_s7_nb_added_break,0.02389583,openthread
VCC_s8_nb_removed_break,0.016590057,openthread
VCC_s9_nb_added_INTMAX,0.0043089036,openthread
VCC_w1,0.014225812,openthread
VCC_w10,0.014113002,openthread
VCC_w2,0.015727272,openthread
VCC_w3,0.0146945035,openthread
VCC_w4,0.017468868,openthread
VCC_w5,0.014376061,openthread
VCC_w6,0.016173566,openthread
VCC_w7,0.020857247,openthread
VCC_w8,0.016943397,openthread
VCC_w9,0.013875796,openthread
