strategy,project,date,scheduled_additional_builds
strategy1_median,harfbuzz,2023-11-12 00:00:00+00:00,6
strategy1_median,harfbuzz,2023-12-07 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-01-28 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-01-29 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-02-18 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-03-09 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-03-15 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-03-16 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-03-22 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-03-30 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-04-13 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-04-17 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-04-24 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-05-04 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-05-08 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-05-13 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-05-26 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-06-01 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-06-08 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-06-09 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-08-08 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-08-14 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-08-23 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-09-23 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-09-24 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-09-25 00:00:00+00:00,6
strategy1_median,harfbuzz,2024-10-10 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-03 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-05 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-06 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-07 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-11 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-14 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-15 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-26 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-27 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-02-28 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-01 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-02 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-03 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-04 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-05 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-11 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-12 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-13 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-14 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-15 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-16 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-17 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-18 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-19 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-20 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-22 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-29 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-03-30 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-04-03 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-04-04 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-04-05 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-04-09 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-04-25 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-05-08 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-05-09 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-05-12 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-05-17 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-05-19 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-05-23 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-05-25 00:00:00+00:00,6
strategy1_median,harfbuzz,2025-05-28 00:00:00+00:00,6
strategy1_median,icu,2018-09-29 00:00:00+00:00,6
strategy1_median,icu,2019-01-19 00:00:00+00:00,6
strategy1_median,icu,2019-02-16 00:00:00+00:00,6
strategy1_median,icu,2019-02-22 00:00:00+00:00,6
strategy1_median,icu,2019-02-23 00:00:00+00:00,6
strategy1_median,icu,2019-03-01 00:00:00+00:00,6
strategy1_median,icu,2019-03-24 00:00:00+00:00,6
strategy1_median,icu,2019-04-13 00:00:00+00:00,6
strategy1_median,icu,2019-05-31 00:00:00+00:00,6
strategy1_median,icu,2019-08-15 00:00:00+00:00,6
strategy1_median,icu,2019-08-17 00:00:00+00:00,6
strategy1_median,icu,2019-08-21 00:00:00+00:00,6
strategy1_median,icu,2019-09-29 00:00:00+00:00,6
strategy1_median,icu,2019-10-30 00:00:00+00:00,6
strategy1_median,icu,2019-11-24 00:00:00+00:00,6
strategy1_median,icu,2020-03-26 00:00:00+00:00,6
strategy1_median,icu,2020-05-30 00:00:00+00:00,6
strategy1_median,icu,2020-07-23 00:00:00+00:00,6
strategy1_median,icu,2020-08-12 00:00:00+00:00,6
strategy1_median,icu,2020-09-11 00:00:00+00:00,6
strategy1_median,icu,2020-09-12 00:00:00+00:00,6
strategy1_median,icu,2020-09-24 00:00:00+00:00,6
strategy1_median,icu,2020-11-26 00:00:00+00:00,6
strategy1_median,icu,2020-12-31 00:00:00+00:00,6
strategy1_median,icu,2021-02-26 00:00:00+00:00,6
strategy1_median,icu,2021-04-15 00:00:00+00:00,6
strategy1_median,icu,2021-05-06 00:00:00+00:00,6
strategy1_median,icu,2021-08-27 00:00:00+00:00,6
strategy1_median,icu,2021-09-03 00:00:00+00:00,6
strategy1_median,icu,2021-09-10 00:00:00+00:00,6
strategy1_median,icu,2021-09-24 00:00:00+00:00,6
strategy1_median,icu,2022-02-10 00:00:00+00:00,6
strategy1_median,icu,2022-02-24 00:00:00+00:00,6
strategy1_median,icu,2022-06-30 00:00:00+00:00,6
strategy1_median,icu,2022-09-09 00:00:00+00:00,6
strategy1_median,icu,2023-02-05 00:00:00+00:00,6
strategy1_median,icu,2023-02-08 00:00:00+00:00,6
strategy1_median,icu,2023-08-20 00:00:00+00:00,6
strategy1_median,icu,2023-09-13 00:00:00+00:00,6
strategy1_median,icu,2023-09-17 00:00:00+00:00,6
strategy1_median,icu,2023-09-21 00:00:00+00:00,6
strategy1_median,icu,2023-09-22 00:00:00+00:00,6
strategy1_median,icu,2023-09-23 00:00:00+00:00,6
strategy1_median,icu,2023-09-24 00:00:00+00:00,6
strategy1_median,icu,2023-09-27 00:00:00+00:00,6
strategy1_median,icu,2023-09-28 00:00:00+00:00,6
strategy1_median,icu,2023-10-29 00:00:00+00:00,6
strategy1_median,icu,2023-11-01 00:00:00+00:00,6
strategy1_median,icu,2023-12-01 00:00:00+00:00,6
strategy1_median,icu,2023-12-02 00:00:00+00:00,6
strategy1_median,icu,2023-12-13 00:00:00+00:00,6
strategy1_median,icu,2023-12-17 00:00:00+00:00,6
strategy1_median,icu,2024-01-05 00:00:00+00:00,6
strategy1_median,icu,2024-01-12 00:00:00+00:00,6
strategy1_median,icu,2024-01-21 00:00:00+00:00,6
strategy1_median,icu,2024-02-03 00:00:00+00:00,6
strategy1_median,icu,2024-02-08 00:00:00+00:00,6
strategy1_median,icu,2024-02-09 00:00:00+00:00,6
strategy1_median,icu,2024-02-10 00:00:00+00:00,6
strategy1_median,icu,2024-03-07 00:00:00+00:00,6
strategy1_median,icu,2024-03-09 00:00:00+00:00,6
strategy1_median,icu,2024-03-14 00:00:00+00:00,6
strategy1_median,icu,2024-03-20 00:00:00+00:00,6
strategy1_median,icu,2024-03-21 00:00:00+00:00,6
strategy1_median,icu,2024-03-23 00:00:00+00:00,6
strategy1_median,icu,2024-03-29 00:00:00+00:00,6
strategy1_median,icu,2024-05-01 00:00:00+00:00,6
strategy1_median,icu,2024-05-09 00:00:00+00:00,6
strategy1_median,icu,2024-05-18 00:00:00+00:00,6
strategy1_median,icu,2024-05-31 00:00:00+00:00,6
strategy1_median,icu,2024-06-19 00:00:00+00:00,6
strategy1_median,icu,2024-07-20 00:00:00+00:00,6
strategy1_median,icu,2024-08-02 00:00:00+00:00,6
strategy1_median,icu,2024-08-09 00:00:00+00:00,6
strategy1_median,icu,2024-08-15 00:00:00+00:00,6
strategy1_median,icu,2024-09-20 00:00:00+00:00,6
strategy1_median,icu,2024-09-21 00:00:00+00:00,6
strategy1_median,icu,2024-09-22 00:00:00+00:00,6
strategy1_median,icu,2024-12-06 00:00:00+00:00,6
strategy1_median,icu,2024-12-13 00:00:00+00:00,6
strategy1_median,icu,2025-01-08 00:00:00+00:00,6
strategy1_median,icu,2025-01-25 00:00:00+00:00,6
strategy1_median,icu,2025-01-26 00:00:00+00:00,6
strategy1_median,icu,2025-01-31 00:00:00+00:00,6
strategy1_median,icu,2025-02-08 00:00:00+00:00,6
strategy1_median,icu,2025-02-13 00:00:00+00:00,6
strategy1_median,icu,2025-02-14 00:00:00+00:00,6
strategy1_median,icu,2025-03-20 00:00:00+00:00,6
strategy1_median,icu,2025-03-21 00:00:00+00:00,6
strategy1_median,icu,2025-03-29 00:00:00+00:00,6
strategy1_median,icu,2025-04-05 00:00:00+00:00,6
strategy1_median,icu,2025-04-06 00:00:00+00:00,6
strategy1_median,icu,2025-05-02 00:00:00+00:00,6
strategy1_median,icu,2025-05-30 00:00:00+00:00,6
strategy1_median,libjxl,2021-06-10 00:00:00+00:00,6
strategy1_median,libjxl,2021-06-12 00:00:00+00:00,6
strategy1_median,libjxl,2021-06-16 00:00:00+00:00,6
strategy1_median,libjxl,2021-06-17 00:00:00+00:00,6
strategy1_median,libjxl,2021-07-03 00:00:00+00:00,6
strategy1_median,libjxl,2021-07-22 00:00:00+00:00,6
strategy1_median,libjxl,2021-07-24 00:00:00+00:00,6
strategy1_median,libjxl,2021-07-29 00:00:00+00:00,6
strategy1_median,libjxl,2021-08-05 00:00:00+00:00,6
strategy1_median,libjxl,2021-09-02 00:00:00+00:00,6
strategy1_median,libjxl,2021-10-16 00:00:00+00:00,6
strategy1_median,libjxl,2021-10-27 00:00:00+00:00,6
strategy1_median,libjxl,2021-10-28 00:00:00+00:00,6
strategy1_median,libjxl,2021-10-29 00:00:00+00:00,6
strategy1_median,libjxl,2021-10-30 00:00:00+00:00,6
strategy1_median,libjxl,2021-11-20 00:00:00+00:00,6
strategy1_median,libjxl,2021-11-25 00:00:00+00:00,6
strategy1_median,libjxl,2021-11-26 00:00:00+00:00,6
strategy1_median,libjxl,2021-12-03 00:00:00+00:00,6
strategy1_median,libjxl,2021-12-04 00:00:00+00:00,6
strategy1_median,libjxl,2021-12-22 00:00:00+00:00,6
strategy1_median,libjxl,2021-12-23 00:00:00+00:00,6
strategy1_median,libjxl,2022-01-27 00:00:00+00:00,6
strategy1_median,libjxl,2022-02-02 00:00:00+00:00,6
strategy1_median,libjxl,2022-03-09 00:00:00+00:00,6
strategy1_median,libjxl,2022-03-11 00:00:00+00:00,6
strategy1_median,libjxl,2022-03-18 00:00:00+00:00,6
strategy1_median,libjxl,2022-03-19 00:00:00+00:00,6
strategy1_median,libjxl,2022-03-23 00:00:00+00:00,6
strategy1_median,libjxl,2022-03-24 00:00:00+00:00,6
strategy1_median,libjxl,2022-03-30 00:00:00+00:00,6
strategy1_median,libjxl,2022-03-31 00:00:00+00:00,6
strategy1_median,libjxl,2022-04-01 00:00:00+00:00,6
strategy1_median,libjxl,2022-04-08 00:00:00+00:00,6
strategy1_median,libjxl,2022-04-13 00:00:00+00:00,6
strategy1_median,libjxl,2022-04-14 00:00:00+00:00,6
strategy1_median,libjxl,2022-04-16 00:00:00+00:00,6
strategy1_median,libjxl,2022-05-12 00:00:00+00:00,6
strategy1_median,libjxl,2022-05-13 00:00:00+00:00,6
strategy1_median,libjxl,2022-06-02 00:00:00+00:00,6
strategy1_median,libjxl,2022-06-17 00:00:00+00:00,6
strategy1_median,libjxl,2022-06-18 00:00:00+00:00,6
strategy1_median,libjxl,2022-06-22 00:00:00+00:00,6
strategy1_median,libjxl,2022-06-25 00:00:00+00:00,6
strategy1_median,libjxl,2022-06-29 00:00:00+00:00,6
strategy1_median,libjxl,2022-06-30 00:00:00+00:00,6
strategy1_median,libjxl,2022-07-02 00:00:00+00:00,6
strategy1_median,libjxl,2022-07-06 00:00:00+00:00,6
strategy1_median,libjxl,2022-07-08 00:00:00+00:00,6
strategy1_median,libjxl,2022-07-09 00:00:00+00:00,6
strategy1_median,libjxl,2022-07-14 00:00:00+00:00,6
strategy1_median,libjxl,2022-07-16 00:00:00+00:00,6
strategy1_median,libjxl,2022-07-20 00:00:00+00:00,6
strategy1_median,libjxl,2022-08-04 00:00:00+00:00,6
strategy1_median,libjxl,2022-08-05 00:00:00+00:00,6
strategy1_median,libjxl,2022-08-06 00:00:00+00:00,6
strategy1_median,libjxl,2022-08-13 00:00:00+00:00,6
strategy1_median,libjxl,2022-08-17 00:00:00+00:00,6
strategy1_median,libjxl,2022-09-03 00:00:00+00:00,6
strategy1_median,libjxl,2022-09-07 00:00:00+00:00,6
strategy1_median,libjxl,2022-09-08 00:00:00+00:00,6
strategy1_median,libjxl,2022-10-08 00:00:00+00:00,6
strategy1_median,libjxl,2022-11-05 00:00:00+00:00,6
strategy1_median,libjxl,2022-11-09 00:00:00+00:00,6
strategy1_median,libjxl,2022-11-11 00:00:00+00:00,6
strategy1_median,libjxl,2022-11-24 00:00:00+00:00,6
strategy1_median,libjxl,2022-12-16 00:00:00+00:00,6
strategy1_median,libjxl,2022-12-17 00:00:00+00:00,6
strategy1_median,libjxl,2023-01-03 00:00:00+00:00,6
strategy1_median,libjxl,2023-01-26 00:00:00+00:00,6
strategy1_median,libjxl,2023-12-08 00:00:00+00:00,6
strategy1_median,libjxl,2023-12-13 00:00:00+00:00,6
strategy1_median,libjxl,2023-12-15 00:00:00+00:00,6
strategy1_median,libjxl,2023-12-21 00:00:00+00:00,6
strategy1_median,libjxl,2024-01-07 00:00:00+00:00,6
strategy1_median,libjxl,2024-01-13 00:00:00+00:00,6
strategy1_median,libjxl,2024-01-19 00:00:00+00:00,6
strategy1_median,libjxl,2024-01-24 00:00:00+00:00,6
strategy1_median,libjxl,2024-01-31 00:00:00+00:00,6
strategy1_median,libjxl,2024-02-03 00:00:00+00:00,6
strategy1_median,libjxl,2024-02-09 00:00:00+00:00,6
strategy1_median,libjxl,2024-02-14 00:00:00+00:00,6
strategy1_median,libjxl,2024-02-21 00:00:00+00:00,6
strategy1_median,libjxl,2024-02-23 00:00:00+00:00,6
strategy1_median,libjxl,2024-02-28 00:00:00+00:00,6
strategy1_median,libjxl,2024-03-07 00:00:00+00:00,6
strategy1_median,libjxl,2024-04-18 00:00:00+00:00,6
strategy1_median,libjxl,2024-04-19 00:00:00+00:00,6
strategy1_median,libjxl,2024-04-20 00:00:00+00:00,6
strategy1_median,libjxl,2024-04-24 00:00:00+00:00,6
strategy1_median,libjxl,2024-04-27 00:00:00+00:00,6
strategy1_median,libjxl,2024-05-15 00:00:00+00:00,6
strategy1_median,libjxl,2024-05-25 00:00:00+00:00,6
strategy1_median,libjxl,2024-06-07 00:00:00+00:00,6
strategy1_median,libjxl,2024-06-21 00:00:00+00:00,6
strategy1_median,libjxl,2024-06-26 00:00:00+00:00,6
strategy1_median,libjxl,2024-07-06 00:00:00+00:00,6
strategy1_median,libjxl,2024-07-07 00:00:00+00:00,6
strategy1_median,libjxl,2024-08-22 00:00:00+00:00,6
strategy1_median,libjxl,2024-08-29 00:00:00+00:00,6
strategy1_median,libjxl,2024-11-23 00:00:00+00:00,6
strategy1_median,libjxl,2025-01-10 00:00:00+00:00,6
strategy1_median,libjxl,2025-04-24 00:00:00+00:00,6
strategy1_median,libjxl,2025-05-14 00:00:00+00:00,6
strategy1_median,libjxl,2025-05-24 00:00:00+00:00,6
strategy1_median,libxml2,2020-07-08 00:00:00+00:00,6
strategy1_median,libxml2,2020-07-14 00:00:00+00:00,6
strategy1_median,libxml2,2020-08-10 00:00:00+00:00,6
strategy1_median,libxml2,2020-08-26 00:00:00+00:00,6
strategy1_median,libxml2,2020-09-30 00:00:00+00:00,6
strategy1_median,libxml2,2020-12-17 00:00:00+00:00,6
strategy1_median,libxml2,2021-02-09 00:00:00+00:00,6
strategy1_median,libxml2,2021-02-10 00:00:00+00:00,6
strategy1_median,libxml2,2021-05-10 00:00:00+00:00,6
strategy1_median,libxml2,2022-03-02 00:00:00+00:00,6
strategy1_median,libxml2,2022-04-04 00:00:00+00:00,6
strategy1_median,libxml2,2022-04-05 00:00:00+00:00,6
strategy1_median,libxml2,2022-05-27 00:00:00+00:00,6
strategy1_median,libxml2,2022-08-20 00:00:00+00:00,6
strategy1_median,libxml2,2022-08-26 00:00:00+00:00,6
strategy1_median,libxml2,2022-09-03 00:00:00+00:00,6
strategy1_median,libxml2,2022-09-08 00:00:00+00:00,6
strategy1_median,libxml2,2022-10-20 00:00:00+00:00,6
strategy1_median,libxml2,2022-11-01 00:00:00+00:00,6
strategy1_median,libxml2,2022-11-22 00:00:00+00:00,6
strategy1_median,libxml2,2022-11-23 00:00:00+00:00,6
strategy1_median,libxml2,2022-11-24 00:00:00+00:00,6
strategy1_median,libxml2,2022-11-26 00:00:00+00:00,6
strategy1_median,libxml2,2022-12-23 00:00:00+00:00,6
strategy1_median,libxml2,2022-12-24 00:00:00+00:00,6
strategy1_median,libxml2,2022-12-28 00:00:00+00:00,6
strategy1_median,libxml2,2023-01-19 00:00:00+00:00,6
strategy1_median,libxml2,2023-02-19 00:00:00+00:00,6
strategy1_median,libxml2,2023-02-28 00:00:00+00:00,6
strategy1_median,libxml2,2023-03-01 00:00:00+00:00,6
strategy1_median,libxml2,2023-03-10 00:00:00+00:00,6
strategy1_median,libxml2,2023-03-14 00:00:00+00:00,6
strategy1_median,libxml2,2023-03-15 00:00:00+00:00,6
strategy1_median,libxml2,2023-03-16 00:00:00+00:00,6
strategy1_median,libxml2,2023-03-18 00:00:00+00:00,6
strategy1_median,libxml2,2023-03-19 00:00:00+00:00,6
strategy1_median,libxml2,2023-04-22 00:00:00+00:00,6
strategy1_median,libxml2,2023-05-02 00:00:00+00:00,6
strategy1_median,libxml2,2023-05-05 00:00:00+00:00,6
strategy1_median,libxml2,2023-05-10 00:00:00+00:00,6
strategy1_median,libxml2,2023-08-10 00:00:00+00:00,6
strategy1_median,libxml2,2023-10-01 00:00:00+00:00,6
strategy1_median,libxml2,2023-10-10 00:00:00+00:00,6
strategy1_median,libxml2,2023-10-24 00:00:00+00:00,6
strategy1_median,libxml2,2023-11-06 00:00:00+00:00,6
strategy1_median,libxml2,2023-11-23 00:00:00+00:00,6
strategy1_median,libxml2,2023-11-28 00:00:00+00:00,6
strategy1_median,libxml2,2023-12-13 00:00:00+00:00,6
strategy1_median,libxml2,2023-12-14 00:00:00+00:00,6
strategy1_median,libxml2,2023-12-15 00:00:00+00:00,6
strategy1_median,libxml2,2023-12-17 00:00:00+00:00,6
strategy1_median,libxml2,2023-12-30 00:00:00+00:00,6
strategy1_median,libxml2,2024-02-06 00:00:00+00:00,6
strategy1_median,libxml2,2024-02-15 00:00:00+00:00,6
strategy1_median,libxml2,2024-03-17 00:00:00+00:00,6
strategy1_median,libxml2,2024-03-19 00:00:00+00:00,6
strategy1_median,libxml2,2024-03-20 00:00:00+00:00,6
strategy1_median,libxml2,2024-03-31 00:00:00+00:00,6
strategy1_median,libxml2,2024-04-24 00:00:00+00:00,6
strategy1_median,libxml2,2024-04-25 00:00:00+00:00,6
strategy1_median,libxml2,2024-05-08 00:00:00+00:00,6
strategy1_median,libxml2,2024-05-15 00:00:00+00:00,6
strategy1_median,libxml2,2024-05-16 00:00:00+00:00,6
strategy1_median,libxml2,2024-05-21 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-08 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-14 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-15 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-18 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-19 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-22 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-23 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-24 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-25 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-26 00:00:00+00:00,6
strategy1_median,libxml2,2024-06-29 00:00:00+00:00,6
strategy1_median,libxml2,2024-07-03 00:00:00+00:00,6
strategy1_median,libxml2,2024-07-04 00:00:00+00:00,6
strategy1_median,libxml2,2024-07-05 00:00:00+00:00,6
strategy1_median,libxml2,2024-07-08 00:00:00+00:00,6
strategy1_median,libxml2,2024-07-10 00:00:00+00:00,6
strategy1_median,libxml2,2024-07-11 00:00:00+00:00,6
strategy1_median,libxml2,2024-07-12 00:00:00+00:00,6
strategy1_median,libxml2,2024-07-17 00:00:00+00:00,6
strategy1_median,libxml2,2024-11-01 00:00:00+00:00,6
strategy1_median,libxml2,2025-01-17 00:00:00+00:00,6
strategy1_median,libxml2,2025-01-29 00:00:00+00:00,6
strategy1_median,libxml2,2025-01-30 00:00:00+00:00,6
strategy1_median,libxml2,2025-01-31 00:00:00+00:00,6
strategy1_median,libxml2,2025-02-12 00:00:00+00:00,6
strategy1_median,libxml2,2025-02-19 00:00:00+00:00,6
strategy1_median,libxml2,2025-02-20 00:00:00+00:00,6
strategy1_median,libxml2,2025-03-03 00:00:00+00:00,6
strategy1_median,libxml2,2025-03-06 00:00:00+00:00,6
strategy1_median,libxml2,2025-03-10 00:00:00+00:00,6
strategy1_median,libxml2,2025-03-11 00:00:00+00:00,6
strategy1_median,libxml2,2025-03-15 00:00:00+00:00,6
strategy1_median,libxml2,2025-05-13 00:00:00+00:00,6
strategy1_median,libxml2,2025-05-14 00:00:00+00:00,6
strategy1_median,libxml2,2025-05-18 00:00:00+00:00,6
strategy1_median,libxml2,2025-05-27 00:00:00+00:00,6
strategy1_median,mruby,2019-05-18 00:00:00+00:00,6
strategy1_median,mruby,2019-05-19 00:00:00+00:00,6
strategy1_median,mruby,2019-05-20 00:00:00+00:00,6
strategy1_median,mruby,2019-07-01 00:00:00+00:00,6
strategy1_median,mruby,2019-07-06 00:00:00+00:00,6
strategy1_median,mruby,2019-07-19 00:00:00+00:00,6
strategy1_median,mruby,2019-07-25 00:00:00+00:00,6
strategy1_median,mruby,2019-07-29 00:00:00+00:00,6
strategy1_median,mruby,2019-08-18 00:00:00+00:00,6
strategy1_median,mruby,2019-08-19 00:00:00+00:00,6
strategy1_median,mruby,2019-08-20 00:00:00+00:00,6
strategy1_median,mruby,2019-08-26 00:00:00+00:00,6
strategy1_median,mruby,2019-09-18 00:00:00+00:00,6
strategy1_median,mruby,2019-09-28 00:00:00+00:00,6
strategy1_median,mruby,2019-10-10 00:00:00+00:00,6
strategy1_median,mruby,2019-10-20 00:00:00+00:00,6
strategy1_median,mruby,2019-11-19 00:00:00+00:00,6
strategy1_median,mruby,2019-11-24 00:00:00+00:00,6
strategy1_median,mruby,2019-12-10 00:00:00+00:00,6
strategy1_median,mruby,2020-01-08 00:00:00+00:00,6
strategy1_median,mruby,2020-01-30 00:00:00+00:00,6
strategy1_median,mruby,2020-04-16 00:00:00+00:00,6
strategy1_median,mruby,2020-04-30 00:00:00+00:00,6
strategy1_median,mruby,2020-05-01 00:00:00+00:00,6
strategy1_median,mruby,2020-05-08 00:00:00+00:00,6
strategy1_median,mruby,2020-05-27 00:00:00+00:00,6
strategy1_median,mruby,2020-05-30 00:00:00+00:00,6
strategy1_median,mruby,2020-06-04 00:00:00+00:00,6
strategy1_median,mruby,2020-06-06 00:00:00+00:00,6
strategy1_median,mruby,2020-07-08 00:00:00+00:00,6
strategy1_median,mruby,2020-07-14 00:00:00+00:00,6
strategy1_median,mruby,2020-07-18 00:00:00+00:00,6
strategy1_median,mruby,2020-07-19 00:00:00+00:00,6
strategy1_median,mruby,2020-07-22 00:00:00+00:00,6
strategy1_median,mruby,2020-07-26 00:00:00+00:00,6
strategy1_median,mruby,2020-08-07 00:00:00+00:00,6
strategy1_median,mruby,2020-08-09 00:00:00+00:00,6
strategy1_median,mruby,2020-08-13 00:00:00+00:00,6
strategy1_median,mruby,2020-08-31 00:00:00+00:00,6
strategy1_median,mruby,2020-10-14 00:00:00+00:00,6
strategy1_median,mruby,2020-10-15 00:00:00+00:00,6
strategy1_median,mruby,2020-10-17 00:00:00+00:00,6
strategy1_median,mruby,2020-11-15 00:00:00+00:00,6
strategy1_median,mruby,2020-11-16 00:00:00+00:00,6
strategy1_median,mruby,2020-11-18 00:00:00+00:00,6
strategy1_median,mruby,2020-11-19 00:00:00+00:00,6
strategy1_median,mruby,2020-11-23 00:00:00+00:00,6
strategy1_median,mruby,2020-11-24 00:00:00+00:00,6
strategy1_median,mruby,2020-12-06 00:00:00+00:00,6
strategy1_median,mruby,2020-12-10 00:00:00+00:00,6
strategy1_median,mruby,2020-12-26 00:00:00+00:00,6
strategy1_median,mruby,2020-12-29 00:00:00+00:00,6
strategy1_median,mruby,2020-12-30 00:00:00+00:00,6
strategy1_median,mruby,2021-01-26 00:00:00+00:00,6
strategy1_median,mruby,2021-01-29 00:00:00+00:00,6
strategy1_median,mruby,2021-01-30 00:00:00+00:00,6
strategy1_median,mruby,2021-02-26 00:00:00+00:00,6
strategy1_median,mruby,2021-02-27 00:00:00+00:00,6
strategy1_median,mruby,2021-03-06 00:00:00+00:00,6
strategy1_median,mruby,2021-03-14 00:00:00+00:00,6
strategy1_median,mruby,2021-03-21 00:00:00+00:00,6
strategy1_median,mruby,2021-04-02 00:00:00+00:00,6
strategy1_median,mruby,2021-05-18 00:00:00+00:00,6
strategy1_median,mruby,2021-05-28 00:00:00+00:00,6
strategy1_median,mruby,2021-05-29 00:00:00+00:00,6
strategy1_median,mruby,2021-06-09 00:00:00+00:00,6
strategy1_median,mruby,2021-06-10 00:00:00+00:00,6
strategy1_median,mruby,2021-06-28 00:00:00+00:00,6
strategy1_median,mruby,2021-06-30 00:00:00+00:00,6
strategy1_median,mruby,2021-07-04 00:00:00+00:00,6
strategy1_median,mruby,2021-07-10 00:00:00+00:00,6
strategy1_median,mruby,2021-07-23 00:00:00+00:00,6
strategy1_median,mruby,2021-07-24 00:00:00+00:00,6
strategy1_median,mruby,2021-07-30 00:00:00+00:00,6
strategy1_median,mruby,2021-08-03 00:00:00+00:00,6
strategy1_median,mruby,2021-08-05 00:00:00+00:00,6
strategy1_median,mruby,2021-08-13 00:00:00+00:00,6
strategy1_median,mruby,2021-08-25 00:00:00+00:00,6
strategy1_median,mruby,2021-09-02 00:00:00+00:00,6
strategy1_median,mruby,2021-09-09 00:00:00+00:00,6
strategy1_median,mruby,2021-09-12 00:00:00+00:00,6
strategy1_median,mruby,2021-09-27 00:00:00+00:00,6
strategy1_median,mruby,2021-11-15 00:00:00+00:00,6
strategy1_median,mruby,2021-11-21 00:00:00+00:00,6
strategy1_median,mruby,2021-11-27 00:00:00+00:00,6
strategy1_median,mruby,2021-11-30 00:00:00+00:00,6
strategy1_median,mruby,2021-12-03 00:00:00+00:00,6
strategy1_median,mruby,2021-12-05 00:00:00+00:00,6
