feature,importance,project
VCC_f10_nb_added_line,0.013335783,libjxl
VCC_f11_nb_removed_line,0.012967686,libjxl
VCC_f12_diff_line,0.013519251,libjxl
VCC_f13_sum_line,0.012862594,libjxl
VCC_f14_nb_added_paren,0.014895129,libjxl
VCC_f15_nb_removed_paren,0.011567419,libjxl
VCC_f16_diff_paren,0.015121777,libjxl
VCC_f17_sum_paren,0.014022609,libjxl
VCC_f18_nb_added_bool,0.014629568,libjxl
VCC_f19_nb_removed_bool,0.0123095475,libjxl
VCC_f1_sum_file_change,0.01181129,libjxl
VCC_f20_diff_bool,0.012478366,libjxl
VCC_f21_sum_bool,0.014000079,libjxl
VCC_f22_nb_added_assignement,0.0147072505,libjxl
VCC_f23_nb_removed_assignement,0.011056105,libjxl
VCC_f24_diff_assignement,0.013541063,libjxl
VCC_f25_sum_assignement,0.014733463,libjxl
VCC_f26_nb_added_function,0.012065858,libjxl
VCC_f27_nb_removed_function,0.011065099,libjxl
VCC_f28_diff_function,0.011075078,libjxl
VCC_f29_sum_function,0.014799196,libjxl
VCC_f2_nb_added_loop,0.016045472,libjxl
VCC_f3_nb_removed_loop,0.014242217,libjxl
VCC_f4_diff_loop,0.013091468,libjxl
VCC_f5_sum_loop,0.015259122,libjxl
VCC_f6_nb_added_if,0.018960677,libjxl
VCC_f7_nb_removed_if,0.010916397,libjxl
VCC_f8_diff_if,0.015810356,libjxl
VCC_f9_sum_if,0.014485134,libjxl
VCC_s10_nb_removed_INTMAX,0.0,libjxl
VCC_s11_nb_added_goto,0.017283076,libjxl
VCC_s12_nb_removed_goto,0.013059677,libjxl
VCC_s13_nb_added_define,0.011675025,libjxl
VCC_s14_nb_removed_define,0.010559598,libjxl
VCC_s15_nb_added_struct,0.00997248,libjxl
VCC_s16_nb_removed_struct,0.008183445,libjxl
VCC_s17_diff_struct,0.010644391,libjxl
VCC_s18_sum_struct,0.01104305,libjxl
VCC_s19_nb_added_offset,0.012283269,libjxl
VCC_s1_nb_added_sizeof,0.022548463,libjxl
VCC_s20_nb_removed_offset,0.010974002,libjxl
VCC_s21_nb_added_void,0.013668136,libjxl
VCC_s22_nb_removed_void,0.012178105,libjxl
VCC_s23_diff_void,0.011826363,libjxl
VCC_s24_sum_void,0.01354844,libjxl
VCC_s2_nb_removed_sizeof,0.011103284,libjxl
VCC_s3_diff_sizeof,0.014063752,libjxl
VCC_s4_sum_sizeof,0.017674727,libjxl
VCC_s5_nb_added_continue,0.01491055,libjxl
VCC_s6_nb_removed_continue,0.0126656005,libjxl
VCC_s7_nb_added_break,0.015943965,libjxl
VCC_s8_nb_removed_break,0.01312908,libjxl
VCC_s9_nb_added_INTMAX,0.0023547562,libjxl
VCC_w1,0.011493798,libjxl
VCC_w10,0.011528323,libjxl
VCC_w2,0.011105929,libjxl
VCC_w3,0.010647202,libjxl
VCC_w4,0.012505351,libjxl
VCC_w5,0.0125626875,libjxl
VCC_w6,0.013152673,libjxl
VCC_w7,0.013280888,libjxl
VCC_w8,0.013792898,libjxl
VCC_w9,0.011549874,libjxl
patch_coverage_recalculated,0.03988775,libjxl
project_total_branch_percent,0.0124937575,libjxl
project_total_branch_percent_delta,0.014957628,libjxl
project_total_function_percent,0.014815466,libjxl
project_total_function_percent_delta,0.0136011215,libjxl
project_total_instantiation_percent,0.016119035,libjxl
project_total_instantiation_percent_delta,0.016581053,libjxl
project_total_line_percent,0.014743125,libjxl
project_total_line_percent_delta,0.015466102,libjxl
project_total_region_percent,0.014819617,libjxl
project_total_region_percent_delta,0.018227452,libjxl
