feature,importance,project
VCC_f10_nb_added_line,0.014651562,libjxl
VCC_f11_nb_removed_line,0.016784582,libjxl
VCC_f12_diff_line,0.01558952,libjxl
VCC_f13_sum_line,0.015651267,libjxl
VCC_f14_nb_added_paren,0.01867531,libjxl
VCC_f15_nb_removed_paren,0.014067543,libjxl
VCC_f16_diff_paren,0.01538751,libjxl
VCC_f17_sum_paren,0.017826132,libjxl
VCC_f18_nb_added_bool,0.01845905,libjxl
VCC_f19_nb_removed_bool,0.015756166,libjxl
VCC_f1_sum_file_change,0.01330391,libjxl
VCC_f20_diff_bool,0.014373279,libjxl
VCC_f21_sum_bool,0.016737878,libjxl
VCC_f22_nb_added_assignement,0.01976392,libjxl
VCC_f23_nb_removed_assignement,0.014391561,libjxl
VCC_f24_diff_assignement,0.014348147,libjxl
VCC_f25_sum_assignement,0.019789573,libjxl
VCC_f26_nb_added_function,0.014056728,libjxl
VCC_f27_nb_removed_function,0.014387859,libjxl
VCC_f28_diff_function,0.013308627,libjxl
VCC_f29_sum_function,0.0146454135,libjxl
VCC_f2_nb_added_loop,0.018680967,libjxl
VCC_f3_nb_removed_loop,0.014792525,libjxl
VCC_f4_diff_loop,0.014353872,libjxl
VCC_f5_sum_loop,0.016150035,libjxl
VCC_f6_nb_added_if,0.02351367,libjxl
VCC_f7_nb_removed_if,0.015289006,libjxl
VCC_f8_diff_if,0.016785793,libjxl
VCC_f9_sum_if,0.017746022,libjxl
VCC_s10_nb_removed_INTMAX,0.00044878633,libjxl
VCC_s11_nb_added_goto,0.024969516,libjxl
VCC_s12_nb_removed_goto,0.01338109,libjxl
VCC_s13_nb_added_define,0.014077318,libjxl
VCC_s14_nb_removed_define,0.013496472,libjxl
VCC_s15_nb_added_struct,0.01523275,libjxl
VCC_s16_nb_removed_struct,0.013861429,libjxl
VCC_s17_diff_struct,0.014007952,libjxl
VCC_s18_sum_struct,0.014661863,libjxl
VCC_s19_nb_added_offset,0.0146058705,libjxl
VCC_s1_nb_added_sizeof,0.026957413,libjxl
VCC_s20_nb_removed_offset,0.015099538,libjxl
VCC_s21_nb_added_void,0.015807338,libjxl
VCC_s22_nb_removed_void,0.015058448,libjxl
VCC_s23_diff_void,0.014660862,libjxl
VCC_s24_sum_void,0.015419106,libjxl
VCC_s2_nb_removed_sizeof,0.01544255,libjxl
VCC_s3_diff_sizeof,0.016311156,libjxl
VCC_s4_sum_sizeof,0.02383442,libjxl
VCC_s5_nb_added_continue,0.016713765,libjxl
VCC_s6_nb_removed_continue,0.013588653,libjxl
VCC_s7_nb_added_break,0.022665208,libjxl
VCC_s8_nb_removed_break,0.017464971,libjxl
VCC_s9_nb_added_INTMAX,0.0069088554,libjxl
VCC_w1,0.014064942,libjxl
VCC_w10,0.014631462,libjxl
VCC_w2,0.01515526,libjxl
VCC_w3,0.014717962,libjxl
VCC_w4,0.017205989,libjxl
VCC_w5,0.014309878,libjxl
VCC_w6,0.015614873,libjxl
VCC_w7,0.019384008,libjxl
VCC_w8,0.01720005,libjxl
VCC_w9,0.013772799,libjxl
