feature,importance,project
VCC_f10_nb_added_line,0.029979800357414363,harfbuzz
VCC_f11_nb_removed_line,0.028184649369037387,harfbuzz
VCC_f12_diff_line,0.028234958396747802,harfbuzz
VCC_f13_sum_line,0.03168566111727616,harfbuzz
VCC_f14_nb_added_paren,0.028441783127161648,harfbuzz
VCC_f15_nb_removed_paren,0.02311904131280982,harfbuzz
VCC_f16_diff_paren,0.02572861688005083,harfbuzz
VCC_f17_sum_paren,0.028674406785107028,harfbuzz
VCC_f18_nb_added_bool,0.018137668130963312,harfbuzz
VCC_f19_nb_removed_bool,0.015365323958156802,harfbuzz
VCC_f1_sum_file_change,0.026278603611695546,harfbuzz
VCC_f20_diff_bool,0.016630073793184912,harfbuzz
VCC_f21_sum_bool,0.019398763779260923,harfbuzz
VCC_f22_nb_added_assignement,0.02735809175208646,harfbuzz
VCC_f23_nb_removed_assignement,0.021249093872261614,harfbuzz
VCC_f24_diff_assignement,0.023773891211127655,harfbuzz
VCC_f25_sum_assignement,0.02933456921440485,harfbuzz
VCC_f26_nb_added_function,0.010921024151253124,harfbuzz
VCC_f27_nb_removed_function,0.009064335091778614,harfbuzz
VCC_f28_diff_function,0.011086127857729585,harfbuzz
VCC_f29_sum_function,0.012507633135855751,harfbuzz
VCC_f2_nb_added_loop,0.01180988150555248,harfbuzz
VCC_f3_nb_removed_loop,0.008567260022078216,harfbuzz
VCC_f4_diff_loop,0.010672421238186102,harfbuzz
VCC_f5_sum_loop,0.01258201278523237,harfbuzz
VCC_f6_nb_added_if,0.025307162417330917,harfbuzz
VCC_f7_nb_removed_if,0.016965233887869798,harfbuzz
VCC_f8_diff_if,0.021797315347232428,harfbuzz
VCC_f9_sum_if,0.025512131076639005,harfbuzz
VCC_s10_nb_removed_INTMAX,0.000773790000023524,harfbuzz
VCC_s11_nb_added_goto,0.013887683288126144,harfbuzz
VCC_s12_nb_removed_goto,0.004032711157015523,harfbuzz
VCC_s13_nb_added_define,0.012286142958021211,harfbuzz
VCC_s14_nb_removed_define,0.008174162791151247,harfbuzz
VCC_s15_nb_added_struct,0.006870463359262325,harfbuzz
VCC_s16_nb_removed_struct,0.003920469807506104,harfbuzz
VCC_s17_diff_struct,0.007671220753616288,harfbuzz
VCC_s18_sum_struct,0.007934903142869248,harfbuzz
VCC_s19_nb_added_offset,0.006348525497977959,harfbuzz
VCC_s1_nb_added_sizeof,0.015028153385754979,harfbuzz
VCC_s20_nb_removed_offset,0.004266100997445099,harfbuzz
VCC_s21_nb_added_void,0.010760702003537225,harfbuzz
VCC_s22_nb_removed_void,0.007982902905930551,harfbuzz
VCC_s23_diff_void,0.010640680551805339,harfbuzz
VCC_s24_sum_void,0.011751405883087625,harfbuzz
VCC_s2_nb_removed_sizeof,0.009544252988395173,harfbuzz
VCC_s3_diff_sizeof,0.013972593843209945,harfbuzz
VCC_s4_sum_sizeof,0.017603732118838426,harfbuzz
VCC_s5_nb_added_continue,0.005505284567262707,harfbuzz
VCC_s6_nb_removed_continue,0.003796435027968193,harfbuzz
VCC_s7_nb_added_break,0.01567786972991619,harfbuzz
VCC_s8_nb_removed_break,0.008832026780325944,harfbuzz
VCC_s9_nb_added_INTMAX,0.001428412995088609,harfbuzz
VCC_w1,0.02353720915859785,harfbuzz
VCC_w10,0.018898362093451377,harfbuzz
VCC_w2,0.022106926497350233,harfbuzz
VCC_w3,0.01764626893533199,harfbuzz
VCC_w4,0.020957802935951304,harfbuzz
VCC_w5,0.017562803187203897,harfbuzz
VCC_w6,0.021586519826545653,harfbuzz
VCC_w7,0.022956829209411396,harfbuzz
VCC_w8,0.01440741587602822,harfbuzz
VCC_w9,0.013281700560507056,harfbuzz
