feature,importance,project
VCC_f10_nb_added_line,0.014783686,php
VCC_f11_nb_removed_line,0.016895844,php
VCC_f12_diff_line,0.014036435,php
VCC_f13_sum_line,0.017510891,php
VCC_f14_nb_added_paren,0.018377047,php
VCC_f15_nb_removed_paren,0.014381084,php
VCC_f16_diff_paren,0.014889491,php
VCC_f17_sum_paren,0.0176002,php
VCC_f18_nb_added_bool,0.017948885,php
VCC_f19_nb_removed_bool,0.017962454,php
VCC_f1_sum_file_change,0.013895337,php
VCC_f20_diff_bool,0.01325366,php
VCC_f21_sum_bool,0.017277045,php
VCC_f22_nb_added_assignement,0.01916483,php
VCC_f23_nb_removed_assignement,0.014518789,php
VCC_f24_diff_assignement,0.014056284,php
VCC_f25_sum_assignement,0.018892322,php
VCC_f26_nb_added_function,0.014544808,php
VCC_f27_nb_removed_function,0.014117334,php
VCC_f28_diff_function,0.014485776,php
VCC_f29_sum_function,0.014547654,php
VCC_f2_nb_added_loop,0.018700982,php
VCC_f3_nb_removed_loop,0.014389879,php
VCC_f4_diff_loop,0.015749536,php
VCC_f5_sum_loop,0.01699248,php
VCC_f6_nb_added_if,0.025232298,php
VCC_f7_nb_removed_if,0.015194143,php
VCC_f8_diff_if,0.016810438,php
VCC_f9_sum_if,0.02168818,php
VCC_s10_nb_removed_INTMAX,0.0011221466,php
VCC_s11_nb_added_goto,0.02632152,php
VCC_s12_nb_removed_goto,0.0135080125,php
VCC_s13_nb_added_define,0.014546812,php
VCC_s14_nb_removed_define,0.012708366,php
VCC_s15_nb_added_struct,0.014605728,php
VCC_s16_nb_removed_struct,0.012980113,php
VCC_s17_diff_struct,0.013458478,php
VCC_s18_sum_struct,0.0144200185,php
VCC_s19_nb_added_offset,0.014945005,php
VCC_s1_nb_added_sizeof,0.026012635,php
VCC_s20_nb_removed_offset,0.015529512,php
VCC_s21_nb_added_void,0.014637912,php
VCC_s22_nb_removed_void,0.015920615,php
VCC_s23_diff_void,0.013803004,php
VCC_s24_sum_void,0.0152800875,php
VCC_s2_nb_removed_sizeof,0.01567672,php
VCC_s3_diff_sizeof,0.018506475,php
VCC_s4_sum_sizeof,0.02618865,php
VCC_s5_nb_added_continue,0.016243152,php
VCC_s6_nb_removed_continue,0.014734048,php
VCC_s7_nb_added_break,0.019714138,php
VCC_s8_nb_removed_break,0.016222792,php
VCC_s9_nb_added_INTMAX,0.0044189454,php
VCC_w1,0.014042969,php
VCC_w10,0.01465297,php
VCC_w2,0.015250204,php
VCC_w3,0.0147963045,php
VCC_w4,0.017016066,php
VCC_w5,0.014736175,php
VCC_w6,0.014143103,php
VCC_w7,0.017030412,php
VCC_w8,0.015634026,php
VCC_w9,0.013295115,php
