feature,importance,project
VCC_f10_nb_added_line,0.012545138,php
VCC_f11_nb_removed_line,0.012704245,php
VCC_f12_diff_line,0.012616093,php
VCC_f13_sum_line,0.014112876,php
VCC_f14_nb_added_paren,0.016501557,php
VCC_f15_nb_removed_paren,0.0111276265,php
VCC_f16_diff_paren,0.014826339,php
VCC_f17_sum_paren,0.013713107,php
VCC_f18_nb_added_bool,0.013866979,php
VCC_f19_nb_removed_bool,0.013781329,php
VCC_f1_sum_file_change,0.011231324,php
VCC_f20_diff_bool,0.012081718,php
VCC_f21_sum_bool,0.0142979855,php
VCC_f22_nb_added_assignement,0.015158036,php
VCC_f23_nb_removed_assignement,0.011154081,php
VCC_f24_diff_assignement,0.013017462,php
VCC_f25_sum_assignement,0.014678473,php
VCC_f26_nb_added_function,0.011560761,php
VCC_f27_nb_removed_function,0.011384955,php
VCC_f28_diff_function,0.0106082875,php
VCC_f29_sum_function,0.012461934,php
VCC_f2_nb_added_loop,0.016839406,php
VCC_f3_nb_removed_loop,0.01336381,php
VCC_f4_diff_loop,0.014528599,php
VCC_f5_sum_loop,0.01623766,php
VCC_f6_nb_added_if,0.020075735,php
VCC_f7_nb_removed_if,0.012268441,php
VCC_f8_diff_if,0.017730867,php
VCC_f9_sum_if,0.017045977,php
VCC_s10_nb_removed_INTMAX,0.00071617664,php
VCC_s11_nb_added_goto,0.017761461,php
VCC_s12_nb_removed_goto,0.012248316,php
VCC_s13_nb_added_define,0.011094752,php
VCC_s14_nb_removed_define,0.010493039,php
VCC_s15_nb_added_struct,0.010298561,php
VCC_s16_nb_removed_struct,0.008727848,php
VCC_s17_diff_struct,0.010843363,php
VCC_s18_sum_struct,0.011077716,php
VCC_s19_nb_added_offset,0.012093169,php
VCC_s1_nb_added_sizeof,0.021110166,php
VCC_s20_nb_removed_offset,0.010642974,php
VCC_s21_nb_added_void,0.011801811,php
VCC_s22_nb_removed_void,0.012732252,php
VCC_s23_diff_void,0.010439709,php
VCC_s24_sum_void,0.011813452,php
VCC_s2_nb_removed_sizeof,0.012083996,php
VCC_s3_diff_sizeof,0.014193029,php
VCC_s4_sum_sizeof,0.019682648,php
VCC_s5_nb_added_continue,0.015197356,php
VCC_s6_nb_removed_continue,0.011928483,php
VCC_s7_nb_added_break,0.014301507,php
VCC_s8_nb_removed_break,0.011883031,php
VCC_s9_nb_added_INTMAX,0.0012901638,php
VCC_w1,0.011574533,php
VCC_w10,0.011075751,php
VCC_w2,0.011433347,php
VCC_w3,0.010989175,php
VCC_w4,0.012362665,php
VCC_w5,0.013168647,php
VCC_w6,0.014398343,php
VCC_w7,0.012176922,php
VCC_w8,0.012476736,php
VCC_w9,0.011708843,php
patch_coverage_recalculated,0.040069107,php
project_total_branch_percent,0.012173147,php
project_total_branch_percent_delta,0.014008256,php
project_total_function_percent,0.01721446,php
project_total_function_percent_delta,0.014036057,php
project_total_instantiation_percent,0.014427641,php
project_total_instantiation_percent_delta,0.014107728,php
project_total_line_percent,0.014417866,php
project_total_line_percent_delta,0.01729137,php
project_total_region_percent,0.01572016,php
project_total_region_percent_delta,0.01919345,php
