feature,importance,project
age,0.034272633,php
directories_changed,0.039744906,php
entropy,0.03115579,php
exp,0.03268476,php
files_changed,0.03911666,php
is_bug_fix,0.028793257,php
lines_added,0.037147123,php
lines_deleted,0.030171564,php
ndev,0.03596094,php
nuc,0.030831432,php
patch_coverage_recalculated,0.102260835,php
project_total_branch_percent,0.03362917,php
project_total_branch_percent_delta,0.037761096,php
project_total_function_percent,0.04737604,php
project_total_function_percent_delta,0.03671589,php
project_total_instantiation_percent,0.03743249,php
project_total_instantiation_percent_delta,0.036355413,php
project_total_line_percent,0.036081515,php
project_total_line_percent_delta,0.046284076,php
project_total_region_percent,0.038868472,php
project_total_region_percent_delta,0.050064616,php
rexp,0.044412196,php
sexp,0.03213429,php
subsystems_changed,0.043170284,php
total_prev_loc,0.037574567,php
